"company_name","industry","address","phone","website","municipality","data_source",logo_url
"Atelier 28 Arquitectos","Architect","îƒˆR. Cap. LeitÃ£o 28 1Âº Esquerdo, 2800-132 Almada, Portugal",,"http://www.arqatelier28.com/","almada","Google Maps",
"Arkhi - Arquiteto - Almada","Architect","îƒˆQuarteirÃ£o das Artes, R. Conde Ferreira 3, 2800-251 Almada, Portugal",,"https://arkhi.pt/","almada","Google Maps",
"TECTO STUDIO","Architecture firm","îƒˆTv. da Praia 1, 2805-193 Almada, Portugal",,"http://tectostudio.com/","almada","Google Maps",
"TECTO STUDIO","Architecture firm","îƒˆTv. da Praia 1, 2805-193 Almada, Portugal","+351 962 520 975","http://www.logikevidence.com/","almada","Google Maps",
"Plotarch Studio","Architecture firm","îƒˆR. Dr. AntÃ³nio JosÃ© de Almeida 29B 3Âº 7, 2805-084 Almada, Portugal","+351 910 878 240","https://www.plotachstudio.com/","almada","Google Maps",
"Um Cem Arquitectura Lda","Architect","îƒˆR. Maj. Castelino Pais 8 A, 2805-113 Almada, Portugal","+351 21 276 3196","https://umcem.pt/","almada","Google Maps",
"Arqar - CertificaÃ§Ã£o EnergÃ©tica","Architect",,,,"almada","Google Maps",
"ACArq.","Architect","îƒˆR. AntÃ³nio Nobre 1D 3D, 2800-260 Almada, Portugal","+351 927 034 871",,"almada","Google Maps",
"Levantamentos arquitetonicos e topograficos","Architect","îƒˆ2855-202 Corroios, Portugal","+351 915 140 808","http://www.davfre.jimdofree.com/","almada","Google Maps",
"M3M Arquitetura","Architect","îƒˆAv. 25 de Abril de 1974 41A, 2800-303 Almada, Portugal","+351 913 122 416","http://m3m.pt/","almada","Google Maps",
"Martina Arch | Lisboa","Architect","îƒˆPraÃ§a, Largo Adelino Amaro da Costa 8 2ÂºD, 1100-006 Lisboa","924 234 507","https://www.martinaarch.com/","almada","Google Maps",
"ARCHFACTOR, LDA.","Architect","îƒˆR. Ramiro FerrÃ£o 29, 2805-356 Almada, Portugal","+351 21 193 7458","http://www.archfactor.com/","almada","Google Maps",
"Arquitecturamais Almada","Architect","îƒˆParque TecnolÃ³gico Mutela Edf.3, Gabinetes R207 2804- 537, 2804-537 Almada, Portugal","+351 21 084 7849",,"almada","Google Maps",
"Catarina Reis | Arquitetura, Design de Interiores e Planeamento","Architecture firm","îƒˆEstr. Algazarra 39, 2810-015 Almada, Portugal","+351 913 030 443","https://www.linkedin.com/in/catarina-amaral-dos-reis-426823160/","almada","Google Maps",
"Diviprojecto-projectos E DivisÃ£o De EspaÃ§os, Lda.","Architect","îƒˆR. Joaquim Pires Jorge 9, 2810-083 Almada, Portugal","+351 21 250 9610",,"almada","Google Maps",
"SNA Arquitetura LDA","Architecture firm","îƒˆR. Torcato JosÃ© Clavine 3, Almada, Portugal","+351 21 274 8273","http://www.salvadorneto.com/","almada","Google Maps",
"Arquiqual","Architect","îƒˆR. Cidade de Amadora 6, 2855-118 Corroios, Portugal","+351 21 253 4688","http://www.arquiqual.com/","almada","Google Maps",
"Tiago Salvador - Arquitectos","Architecture firm","îƒˆRua da Judiaria 14, 2800-125 Almada, Portugal",,,"almada","Google Maps",
"Carlos Alberto Gomes","Architecture firm","îƒˆR. Ramiro FerrÃ£o 26 r/c, 2805-346 Almada, Portugal","+351 21 274 8073",,"almada","Google Maps",
"Casa Viva Obras","Architect","îƒˆRua das Flores 16 2 2Âº Dto, 2810-217 Almada, Portugal","+351 914 035 242","http://www.casavivaobras.pt/","almada","Google Maps",
"Quali+ Consultoria - Sede - Estudos e Sistemas de Qualidade ,lda","Architect","îƒˆRua Dr. AntÃ³nio Elvas 14, 1.Âº- Laranjeiro, 2810-164 Almada, Portugal","+351 21 073 8885",,"almada","Google Maps",
"KM-DESIGNER DE INTERIORES, LDA","Architect","îƒˆAv. 25 de Abril 5B, 2855-725 Corroios, Portugal","+351 910 528 445","https://km-designdeinteriores.com/contacto","almada","Google Maps",
"EspaÃ§o Escrito, Arquitectura, Lda.","Architect",,"+351 963 364 655","https://espacoescrito.weebly.com/","almada","Google Maps",
"Virtual Projectos-arquitectura Engenharia Lda","Architect","îƒˆAv. 25 de Abril 64, 2855-591 Corroios, Portugal","+351 21 255 2315",,"almada","Google Maps",
"Kali Group","Architectural designer",,"+351 933 959 746","https://funerariavoa.pt/contactos/","almada","Google Maps",
"Gabinete de Arquitetura Lisboa - spacelovers","Architect","îƒˆCalÃ§ada da Tapada 67 2E, 1300-546 Lisboa, Portugal","+351 969 010 330","https://spacelovers.pt/","almada","Google Maps",
"Vizual EstÃºdio - Arquitectura","Architect",,"+351 912 688 608","https://www.vizualestudio.pt/","almada","Google Maps",
"Sidney Quintela Architecture + Urban Planning","Architect","îƒˆCais do GÃ¡s ArmazÃ©m H, 1200-109 Lisboa, Portugal","+351 21 091 2140","http://www.sidneyquintela.com/","almada","Google Maps",
"UO Almada Atelier","Architecture firm",,"+351 21 276 5464","https://urbanobras.pt/","almada","Google Maps",
"Arquitectos Ribeiro Ramos","Architect","îƒˆAv. Dom LuÃ­s I 41 4dto, 2610-053 Amadora, Portugal","+351 938 448 690",,"amadora","Google Maps",
"ErgoDesign","Architect","îƒˆRua Elias Garcia, NÂº362 D, Piso 3 Sala 3, 2700-337 Amadora, Portugal","+351 21 150 5423","http://www.ergodesign.pt/","amadora","Google Maps",
"Sacramento Campos Projectos e ServiÃ§os, S.A.","Architect","îƒˆEstrada do Zambujal nÂº 38A, 2610-294 Amadora, Portugal","+351 21 301 9926","http://www.scps.pt/","amadora","Google Maps",
"Barata-Feyo & Associados","Architect","îƒˆR. Pinheiro Borges 22B, 2610-140 Amadora, Portugal","+351 21 471 4003","http://www.bfassoc.pt/","amadora","Google Maps",
"Pedro Almeida Carvalho,arquitecto-projectos,consultoria E FormaÃ§Ã£o Em ConstruÃ§Ã£o Civil Lda","Architect","îƒˆAv. D. LuÃ­s I, 15, cv dta, Alfragide, 2610-055 Amadora, Portugal","+351 21 301 2843","http://www.pacarq.com/","amadora","Google Maps",
"9 Squares Visualization","Architecture firm","îƒˆAv. JoÃ£o Paulo II 6, Damaia, 2720-811 Amadora, Portugal","+351 917 979 802","https://www.9squaresviz.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5248260954292117050","amadora","Google Maps",
"Jardins do PaÃ§o - Arquitectura Paisagista, S.A.","Landscape architect","îƒˆEstr. de Alfragide 67, 2610-008 Amadora, Portugal","+351 21 471 5757","https://jardinsdopaco.pt/","amadora","Google Maps",
"Wteam","Architecture firm","îƒˆRua das Fontainhas 51-51-A, sala 2.34 e 2.35, Marmar VI, 2700-391 Amadora, Portugal","+351 928 159 165","http://wteam.pt/","amadora","Google Maps",
"ERGOPROJECT-ARQUITECTURA & ENGENHARIA ASSOCIADOS LDA","Architect","îƒˆEdifÃ­cio Amadora Trade Center, Rua Dona InÃªs de Castro NÂº 17C Sala 5, R. Dona InÃªs de Castro 17, 2720-193 Amadora, Portugal","+351 21 150 5423",,"amadora","Google Maps",
"ITEM BY ITEM","Architecture firm","îƒˆCentro Comercial Colina do Sol, Praceta Manuela Porto 1 Loja 5, 2650-191 Amadora, Portugal","+351 965 510 163","https://www.itembyitem.pt/","amadora","Google Maps",
"Grupo MG","Interior architect office","îƒˆRua Espregueira Mendes 8, Damaia, 2720-076 Amadora, Portugal","+351 21 496 2557",,"amadora","Google Maps",
"Miranda Studio 3D","Architect",,,,"amadora","Google Maps",
"Ã“scar Knoblich-arquitectura Paisagista,planeamento E Consultoria Ambiental Sociedade Unipessoal Lda","Landscape architect","îƒˆR. do Cerrado das Oliveiras 12 loja12A, 2720-096 Amadora, Portugal","+351 21 471 6435",,"amadora","Google Maps",
"Arq. AntÃ³nio TeodÃ³sio Ferreira","Architect","îƒˆPraÃ§a Augusto Cabrita, 2610-288 Amadora, Portugal","+351 919 035 399","http://www.arqaf.pt/","amadora","Google Maps",
"Atelier AV","Architecture firm",,"+351 965 355 465",,"amadora","Google Maps",
"TomÃ¡s Salles Arquitectos","Architect","îƒˆR. Miguel Torga nÂº2C Piso 3, Loja 14, 2610-086 Amadora, Portugal",,"http://www.salles.pt/","amadora","Google Maps",
"92 Arquitectos Alfragide","Architect","îƒˆR. do Cerrado das Oliveiras 12 r/c B, 2610-035 Amadora, Portugal","+351 21 472 0800","https://www.92arquitectos.pt/","amadora","Google Maps",
"Polyline - Arquitetura e Engenharia","Architect","îƒˆAv. Q.ta Grande N.Âº 22 Loja 25, 2610-161 Amadora, Portugal","+351 925 448 484",,"amadora","Google Maps",
"CSP Group","Architect","îƒˆR. Henrique Paiva Couceiro 10 Sala 39, 2700-453 Amadora, Portugal","+351 928 121 507","https://cspgroup.pt/","amadora","Google Maps",
"GRAU+ | Arquitectura e Urbanismo","Architect",,"+351 918 063 607","https://www.instagram.com/grau.mais/","amadora","Google Maps",
"CURVA ASSIMÃ‰TRICA, LDA","Architecture firm",,"+351 911 595 647","https://www.linkedin.com/in/curva-assimetrica/","amadora","Google Maps",
"BFA - Bruno e Filipe, Arquitectos e Associados, Lda.","Architect","îƒˆPCT das Gaias 10, 2610-081 Buraca, Portugal","+351 21 938 4036","http://www.bfa.pt/","amadora","Google Maps",
"Arqma arquitectura","Architect",,"+351 961 900 808",,"amadora","Google Maps",
"Small is BIG","Architect",,,"https://www.smallisbig.pt/","amadora","Google Maps",
"Libat Garden","Interior architect office","îƒˆR. Pinheiro Borges, 2610-140 Amadora, Portugal","+351 967 392 431",,"amadora","Google Maps",
"Photorealistic 3D renderings & animations for architects, developers & real estate in Lisbon.","Architectural designer",,"+351 917 979 802","https://www.9squaresviz.com/","amadora","Google Maps",
"Third Skin - Architecture Agency","Architect",,,"https://thirdskinarchitecture.com/feasibilitycall","amadora","Google Maps",
"Arrudarq, Lda","Architecture firm","îƒˆR. Heliodoro Salgado 16 1 Fte, 2630-242 Arruda dos Vinhos, Portugal","+351 263 098 943","http://www.arrudarq.pt/","Arruda_dos_Vinhos","Google Maps",
"FMJPC Arquitetura e Design","Architect","îƒˆRua Nossa Senhora da ConceiÃ§Ã£o Centro Empresarial de A-do-MourÃ£o, FraÃ§Ã£o D, 2630-506 Arruda dos Vinhos, Portugal","+351 912 048 030","http://www.fmjpc.com/","Arruda_dos_Vinhos","Google Maps",
"FESTO - GABINETE DE ARQUITECTURA,PLANEAMENTO E CONSULTADORIA IMOBILIÃRIA LDAâ€Ž","Architect","îƒˆTv. dos Quintais 6, 2830-400 Barreiro, Portugal","+351 21 207 1624","http://www.festoarquitectura.com/","barreiro","Google Maps",
"SFRG Architects","Architecture firm","îƒˆR. Miguel Pais 121A3, 2830-356 Barreiro, Portugal",,"http://www.sfrg.pt/","barreiro","Google Maps",
"Juliana Batista - Arquitectura e Design de Interiores","Architect","îƒˆBarreiro PT, PraÃ§a Eduardo JosÃ© de Almeida Fernandes 6B, 2835-337 Lavradio, Portugal","+351 21 155 1706","http://www.julianabatista.pt/","barreiro","Google Maps",
"ECOARQ - Arquitectura e CertificaÃ§Ã£o EnergÃ©tica, Lda","Architect","îƒˆAv. Alfredo da Silva 14, 2830-302 Barreiro, Portugal","+351 21 086 5313","https://www.facebook.com/Ecoarq-Arquitectura-e-Sustentabilidade-Energ%C3%A9tica-163820547060627/","barreiro","Google Maps",
"Progesto-Gabinete Tecnico De GestÃ£o Arquitectura E Planeamento, Lda.","Architect","îƒˆAv. Alfredo da Silva 27, 2830-346 Barreiro, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps",
"PENDENTE - estudos e projectos","Architect","îƒˆAvenida da RepÃºblica 9 1Âº esq, 2830-305 Barreiro, Portugal","+351 913 944 395",,"barreiro","Google Maps",
"Bruno Barreiro Arq&Design","Architect","îƒˆAv. SÃ£o LourenÃ§o n.Âº 13, 3770-018 Bustos, Portugal","+351 913 603 665",,"barreiro","Google Maps",
"Miguel Amado Arquitectos (Sede)","Architect","îƒˆR. Ãlvaro Velho 9, 2830-327 Barreiro, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps",
"Lusoplan-estudos E Projectos Lda.","Architect","îƒˆR. Miguel Bombarda 16, 2830-355 Barreiro, Portugal","+351 21 207 1800",,"barreiro","Google Maps",
"LA-ArchStudio","Architect","îƒˆR. Santa Teresinha 17C, 2840-399 Seixal, Portugal","+351 968 112 842","http://www.la-archstudio.com/","barreiro","Google Maps",
"PROJEPERTE","Architecture firm","îƒˆR. Prof. Egas Moniz 34, 2830-357 Barreiro, Portugal","+351 21 088 0040",,"barreiro","Google Maps",
"Mariana Rocha Pires Arquitectura integrativa","Architect","îƒˆR. Duarte Pacheco Pereira, 2830-192 Palhais, Portugal","+351 934 883 599","https://marianarochapires.pt/","barreiro","Google Maps",
"Miguel Amado Arquitectos","Architect","îƒˆR. Nova do Almada 59, 1200-102 Lisboa, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps",
"ARQ.CASTELA _Arquitectura & Enhenharia Lda","Architect",,"+351 968 070 438",,"barreiro","Google Maps",
"Rui Viola Arquitecto, Lda","Architect","îƒˆPraÃ§a JosÃ© Pereira de Carvalho, 2540-044 Bombarral, Portugal","+351 262 604 095",,"mafra","Google Maps",
"Nora - Arquitetura Paisagista, Lda","Landscape architect","îƒˆLargo Nossa Sra. da PurificaÃ§Ã£o 15, FamÃµes, 2540-189 Bombarral, Portugal","+351 932 775 282",,"mafra","Google Maps",
"Cadaval-SolÃ  Morales","Architect","îƒˆAvenir #1a ppal 1a, 08006 Barcelona, Spain","+34 934 14 37 14","http://www.ca-so.com/","mafra","Google Maps",
"Manuel Tojal Architects","Architect","îƒˆR dos HerÃ³is da Grande Guerra 33 LJ - R/C, 2500-215 Caldas da Rainha, Portugal","+351 262 603 100","http://www.manuelcachaotojal.com/","mafra","Google Maps",
"Broadway Malyan","Architect","îƒˆEstaÃ§Ã£o do Rossio, Largo do Duque de Cadaval 17 1.Âº Esq, 1200-160 Lisboa, Portugal","+351 21 321 9440","http://www.broadwaymalyan.com/","mafra","Google Maps",
"David Ferreira","Architect","îƒˆR. Bernardo Martins 43, 2550-380, Portugal","+351 915 140 808","http://www.davfre.jimdofree.com/","mafra","Google Maps",
"Urban Obras Cascais CS","Architecture firm","îƒˆAv. 25 de Abril 805 1Âº B, 2750-514 Cascais, Portugal","+351 21 592 4641","http://www.urbanobras.pt/","cascais","Google Maps",
"LCAS Architecture","Architect","îƒˆR. AntÃ³nio da Silva 31 R/C Esq, 2750-101 Cascais, Portugal","+351 21 052 0881","https://www.lcas.pt/","cascais","Google Maps",
"AtelierAP","Architect","îƒˆAv. 25 de Abril 127, 2750-513 Cascais, Portugal","+351 21 486 1032","http://atelierap.pt/","cascais","Google Maps",
"Monark Lda","Architecture firm","îƒˆAv. 25 de Abril 1011 llote 69, 2750-512 Cascais, Portugal","+351 935 370 286","https://www.instagram.com/monarkarchitecturedesign/","cascais","Google Maps",
"JoÃ£o Pedro Quaresma- Arquiteto, Certified Passive House Designer","Architect","îƒˆA Rua D JosÃ© de AvilÃªz 141, Bloco B 1Âº, Dt, 2750-398 Cascais, Portugal","+351 969 025 969","http://www.nurture-ad.pt/","cascais","Google Maps",
"Gil GraÃ§a - Arquitectos Associados, Lda.","Architect","îƒˆAv. 25 de Abril 184 1ÂºA, 2750-511 Cascais, Portugal","+351 21 486 1011",,"cascais","Google Maps",
"Ivan Rezende","Architect","îƒˆR. de Sant'Ana 109, 2750-642 Cascais, Portugal","+351 939 687 196","http://www.ivanrezendearquitetura.com/","cascais","Google Maps",
"Unique Projects","Architect","îƒˆR. EstrelÃ­cias 107, 2750-228 Cascais, Portugal","+351 917 604 939","https://uniqueprojects.pt/","cascais","Google Maps",
"Margarida Lacerda-arquitectura E Design Lda","Architect","îƒˆAv. da Venezuela 471, 2750-642 Cascais, Portugal","+351 21 464 7231","http://margaridalacerda.com/","cascais","Google Maps",
"PROJECTAR - Arquitectos Associados","Architect","îƒˆR. da Dourada nÂº12 1ÂºC, 2750-197 Cascais, Portugal","+351 21 486 5509","http://www.projectar.net/","cascais","Google Maps",
"juaw.arquitectura","Architect","îƒˆR. Santo AndrÃ© n128 1o, 2750-122 Cascais, Portugal","+351 916 228 333","http://juaw.net/","cascais","Google Maps",
"oto arquitectos - Otoarq, Lda.","Architect","îƒˆBeco Torto 10A, 2750-505 Cascais, Portugal","+351 21 383 0260","http://www.oto.pt/","cascais","Google Maps",
"Hartmann Associados-arquitectura E Design Lda","Architect","îƒˆAv. Mal. Carmona 124, 2750-642 Cascais, Portugal","+351 21 483 0889","http://www.hartmannassociados.com/","cascais","Google Maps",
"Claudio Figueiredo Arquitectura E Artes Visuais, Lda.","Architect","îƒˆAv. Infante Dom Henrique 514, 2750-156 Cascais, Portugal","+351 21 486 3494",,"cascais","Google Maps",
"NEOPOLIS, arquitectura","Architect","îƒˆR. Cap. Rei Vilar 378 Anexo, 2755-547 Alcabideche, Portugal",,,"cascais","Google Maps",
"TRANSFORMA, Projectos, ConstruÃ§Ã£o, ImobiliÃ¡rio","Architect","îƒˆAv. 25 de Abril 805, 2750-514 Cascais, Portugal","+351 21 806 0599","http://www.transforma.pt/","cascais","Google Maps",
"AQT arquitectos","Architecture firm","îƒˆr/c B, R. JoÃ£o Infante 50, Cascais, Portugal","+351 21 482 8470","https://www.arquitronica.pt/","cascais","Google Maps",
"Arquitronica - Arquitectura E Consultoria, Lda.","Architect","îƒˆR. JoÃ£o Infante 78, 2750-169 Cascais, Portugal","+351 21 482 8470","http://www.arquitronica.pt/","cascais","Google Maps",
"ARQ1TO1 - Rosario Alas Architecture & Interiors","Interior architect office","îƒˆavenida nossa senhora cabo 101 Casa da guia - Sala nÂº 5, 2750-374 Cascais, Portugal","+351 933 107 849","http://www.arq1to1.com/","cascais","Google Maps",
"Lugar Vivo","Architect","îƒˆAv. Eng. Adelino Amaro da Costa 189 loja c, 2750-279 Cascais, Portugal","+351 21 441 7065","http://www.lugarvivo.pt/","cascais","Google Maps",
"AXIS Studio Arquitetura Lda","Architect","îƒˆDNA Cascais, R. Cruz de Popa EscritÃ³rio 20, 2645-449 Alcabideche, Portugal","+351 919 499 837",,"cascais","Google Maps",
"Ghf-gabinete De Arquitectura, Lda.","Architect","îƒˆAv. Valbom 28 1Âº dtÂº, 2750-508 Cascais, Portugal","+351 21 483 3792",,"cascais","Google Maps",
"pele atelier","Architecture firm","îƒˆR. do Farol 349, 2750-341 Cascais, Portugal",,"https://peleatelier.com/","cascais","Google Maps",
"Naturethos","Architect","îƒˆR. Freitas Reis 26B, 2750-642 Cascais, Portugal",,,"cascais","Google Maps",
"Fernando HipÃ³lito-arquitectura,interiores E DecoraÃ§Ã£o Lda","Architect","îƒˆTv. Alfarrobeira 10, 2750-285 Cascais, Portugal","+351 21 483 9620",,"cascais","Google Maps",
"Puga Arquitectos","Architecture firm","îƒˆLacs Cascais, Estr. Malveira da Serra 920, 2750-834 Cascais, Portugal","+351 932 342 179",,"cascais","Google Maps",
"Contacto AtlÃ¢ntico - Architects","Architecture firm","îƒˆAv. Marginal 6912 1Âº, 2765-587 Estoril, Portugal","+351 21 468 2493","http://contactoatlantico.com/","cascais","Google Maps",
"Francisco Tojal Arquitectos","Architecture firm","îƒˆAvenida 25 de abril EdifÃ­cio Navegador, nÂº1011 - loja 68 - A, 2750-515 Cascais, Portugal",,"http://www.franciscotojal.com/","cascais","Google Maps",
"Dpto.Kriativo - Arquitetura e Imagem","Architect","îƒˆR. MÃ¡rio Clarel 119 1 andar, 2750-673 Cascais, Portugal","+351 911 131 240","http://www.dptokriativo.com/","cascais","Google Maps",
"Viktoria Nobre","Architect","îƒˆAv. Dr. Morais Sarmento 197, 2755-285 Alcabideche, Portugal","+351 910 206 968",,"cascais","Google Maps",
"Tetra Projetos","Architecture firm","îƒˆAv. 25 de Abril, 1011C Galerias Navegador, store 53, Cascais, Portugal","+351 927 605 778","http://tetraprojetos.com.br/","cascais","Google Maps",
"m2r2 architecture","Architect","îƒˆAv. da RepÃºblica 120 A, 2750-158 Oeiras, Portugal","+351 963 974 783","https://www.facebook.com/m2r2architecture/","cascais","Google Maps",
"Gta - Gabinete TÃ©cnico De Arquitectura E Engenharia, Lda","Architect","îƒˆAv. Manuel JÃºlio Carvalho e Costa 15, 2750-331 Cascais, Portugal","+351 21 484 7770","https://www.anteprojectos.com.pt/empresa/535/gta-gabinete-tecnico-de-arquitectura-e-engenharia-lda/","cascais","Google Maps",
"CALLA Arquitetas","Architect","îƒˆAv. SabÃ³ia 737 A, Monte Estoril, 2765-581 Estoril, Portugal","+351 919 371 357","http://www.calla.pt/","cascais","Google Maps",
"Regino Cruz-Arquitectos E Consultores, S.A.","Architecture firm","îƒˆAv. Portugal 154, 2765-272 Estoril, Portugal","+351 21 467 9700","http://www.reginocruz.com/","cascais","Google Maps",
"ÃreacÃ´r - Projectos e Interiores Lda","Architecture firm","îƒˆAv. SabÃ³ia 713E, 2765-581 Estoril, Portugal","+351 21 096 3693",,"cascais","Google Maps",
"mmX arquitetura","Architect","îƒˆRua do Viveiro 216b, 2765-294 Estoril, Portugal",,,"cascais","Google Maps",
"Capinha Lopes - Consulting, GestÃ£o e AdministraÃ§Ã£o De Projectos, Lda.","Architecture firm","îƒˆEstrada da Ribeira 236, 2755-290 Alcabideche, Portugal","+351 21 865 0010","http://www.capinha-lopes.pt/","cascais","Google Maps",
"Cerejeiro - Arquitectura Paisagista E Consultoria Ambiental, Lda.","Architect","îƒˆR. AntÃ³nio Nobre 221, 2750-163 Cascais, Portugal","+351 21 854 4424","http://ceregeiro.com/","cascais","Google Maps",
"darq - Arquitectura, Design, 3D","Architectural designer","îƒˆR. AmÃ­lcar Alves de Carvalho 35, 2765-614 Estoril, Portugal","+351 933 406 315","http://www.darq.com.pt/","cascais","Google Maps",
"REBECCA LEON - ARCHITECTURE & INTERIOR DESIGN","Architecture firm","îƒˆAv. SabÃ³ia 486, 2765-277 Estoril, Portugal","+351 917 883 551","http://www.rebeccaleoninteriors.com/","cascais","Google Maps",
"PROA Arquitectura & Design","Architect","îƒˆR. Lisboa 5 Loja 33, 2765-240 Estoril, Portugal","+351 914 149 619",,"cascais","Google Maps",
"Scarlatti Architecture","Architect",,"+351 967 412 525",,"cascais","Google Maps",
"AHRB ATELIER Projetos de arquitetura","Architect",,,"https://ahrbatelier.wixsite.com/home","cascais","Google Maps",
"Studio CobogÃ³ PT","Architect",,,"https://studiocobogo.pt/","cascais","Google Maps",
"TERRIORD - Urbanismo e Ordenamento do TerritÃ³rio","Architect","îƒˆR. Cesaltina Fialho Gouveia 703, 2645-038 Cascais, Portugal","+351 21 464 8250","https://www.terriord.pt/","cascais","Google Maps",
"MKC architects","Architect","îƒˆRua do Mato Verde 503, Bicesse, 2645-351 Alcabideche, Portugal","+351 968 819 972","https://www.mkcarchitects.com/","cascais","Google Maps",
"TELA em Portugal","Architect",,"+351 916 811 910","https://www.instagram.com/telaemportugal/","cascais","Google Maps",
"H4U arquitectos","Architect","îƒˆR. Vale de Santa Rita 32, 2765-293 Estoril, Portugal",,,"cascais","Google Maps",
