company_name;industry;address;phone;website;municipality;data_source
ARQ1TO1 - Rosario Alas Architecture & Interiors;Interior architect office;avenida nossa senhora cabo 101 Casa da guia - Sala nº 5, 2750-374 Cascais, Portugal;+351 933 107 849;http://www.arq1to1.com/;cascais;Google Maps
Fusion-Interior Design;Interior designer;Av. Eng. Adelino Amaro da Costa 1353, 2750-280 Cascais, Portugal;+351 919 434 049;http://www.fusion.pt/?lang=pt;cascais;Google Maps
Vilaça Interiores - Cascais;Interior designer;Marina de Cascais Loja 16, 2750-642 Cascais, Portugal;+351 253 605 440;https://vilacainteriores.com/;cascais;Google Maps
Lugar Vivo;Architect;Av. Eng. Adelino Amaro da Costa 189 loja c, 2750-279 Cascais, Portugal;+351 21 441 7065;http://www.lugarvivo.pt/;cascais;Google Maps
AXIS Studio Arquitetura Lda;Architect;DNA Cascais, R. Cruz de Popa Escritório 20, 2645-449 Alcabideche, Portugal;+351 919 499 837;;cascais;Google Maps
Ghf-gabinete De Arquitectura, Lda.;Architect;Av. Valbom 28 1º dtº, 2750-508 Cascais, Portugal;+351 21 483 3792;;cascais;Google Maps
pele atelier;Architecture firm;R. do Farol 349, 2750-341 Cascais, Portugal;;https://peleatelier.com/;cascais;Google Maps
Oceanteriors;Interior designer;Marina de Cascais 125, 2750-800 Cascais, Portugal;+351 925 264 265;https://www.oceanteriors.com/;cascais;Google Maps
Urban Obras Cascais LS - Obras e Remodelações;Remodeler;R. Carlos Anjos 615 D, 2645-177 Alcabideche, Portugal;+351 21 588 1168;https://www.urbanobras.pt/;cascais;Google Maps
Naturethos;Architect;R. Freitas Reis 26B, 2750-642 Cascais, Portugal;;;cascais;Google Maps
Fernando Hipólito-arquitectura,interiores E Decoração Lda;Architect;Tv. Alfarrobeira 10, 2750-285 Cascais, Portugal;+351 21 483 9620;;cascais;Google Maps
Puga Arquitectos;Architecture firm;Lacs Cascais, Estr. Malveira da Serra 920, 2750-834 Cascais, Portugal;+351 932 342 179;;cascais;Google Maps
Curioustarget LDA;Interior designer;Largo da Estação 4, 2750-335 Cascais, Portugal;+351 916 281 898;https://www.daao.pt/;cascais;Google Maps
Contacto Atlântico - Architects;Architecture firm;Av. Marginal 6912 1º, 2765-587 Estoril, Portugal;+351 21 468 2493;http://contactoatlantico.com/;cascais;Google Maps
SD Interior Design;Interior designer;R. de Alvide 63C, 2750-291 Cascais, Portugal;+351 21 467 1112;https://homefashionbysd.com/;cascais;Google Maps
Francisco Tojal Arquitectos;Architecture firm;Avenida 25 de abril Edifício Navegador, nº1011 - loja 68 - A, 2750-515 Cascais, Portugal;;http://www.franciscotojal.com/;cascais;Google Maps
Dpto.Kriativo - Arquitetura e Imagem;Architect;R. Mário Clarel 119 1 andar, 2750-673 Cascais, Portugal;+351 911 131 240;http://www.dptokriativo.com/;cascais;Google Maps
Viktoria Nobre;Architect;Av. Dr. Morais Sarmento 197, 2755-285 Alcabideche, Portugal;+351 910 206 968;;cascais;Google Maps
Casa Sommer;Museum;Av. da República 132, 2750-298 Cascais, Portugal;+351 21 481 5759;https://www.cascais.pt/casa-sommer;cascais;Google Maps
Tetra Projetos;Architecture firm;Av. 25 de Abril, 1011C Galerias Navegador, store 53, Cascais, Portugal;+351 927 605 778;http://tetraprojetos.com.br/;cascais;Google Maps
m2r2 architecture;Architect;Av. da República 120 A, 2750-158 Oeiras, Portugal;+351 963 974 783;https://www.facebook.com/m2r2architecture/;cascais;Google Maps
Gta - Gabinete Técnico De Arquitectura E Engenharia, Lda;Architect;Av. Manuel Júlio Carvalho e Costa 15, 2750-331 Cascais, Portugal;+351 21 484 7770;https://www.anteprojectos.com.pt/empresa/535/gta-gabinete-tecnico-de-arquitectura-e-engenharia-lda/;cascais;Google Maps
CALLA Arquitetas;Architect;Av. Sabóia 737 A, Monte Estoril, 2765-581 Estoril, Portugal;+351 919 371 357;http://www.calla.pt/;cascais;Google Maps
Estúdio Mameluca;Furniture manufacturer;Rua da Quinta Bancada Norte, 2750-004 Cascais, Portugal;+351 21 050 9875;http://www.mameluca.com/;cascais;Google Maps
Zutto Design Store;Interior designer;Marina de Cascais 32 A/B, 2750-800 Cascais, Portugal;+351 21 390 0846;;cascais;Google Maps
Regino Cruz-Arquitectos E Consultores, S.A.;Architecture firm;Av. Portugal 154, 2765-272 Estoril, Portugal;+351 21 467 9700;http://www.reginocruz.com/;cascais;Google Maps
Palacete Seixas;Tourist attraction;R. Fernandes Thomás 2, 2750-642 Cascais, Portugal;;http://www.monumentos.gov.pt/site/app_pagesuser/sipa.aspx?id=22648;cascais;Google Maps
Áreacôr - Projectos e Interiores Lda;Architecture firm;Av. Sabóia 713E, 2765-581 Estoril, Portugal;+351 21 096 3693;;cascais;Google Maps
mmX arquitetura;Architect;Rua do Viveiro 216b, 2765-294 Estoril, Portugal;;;cascais;Google Maps
Capinha Lopes - Consulting, Gestão e Administração De Projectos, Lda.;Architecture firm;Estrada da Ribeira 236, 2755-290 Alcabideche, Portugal;+351 21 865 0010;http://www.capinha-lopes.pt/;cascais;Google Maps
Cerejeiro - Arquitectura Paisagista E Consultoria Ambiental, Lda.;Architect;R. António Nobre 221, 2750-163 Cascais, Portugal;+351 21 854 4424;http://ceregeiro.com/;cascais;Google Maps
My Spot - Designer Vera Sota - Design Studio & Shop Store;Interior designer;R. Afonso Sanches 37, 2750-282 Cascais, Portugal;+351 913 890 686;;cascais;Google Maps
darq - Arquitectura, Design, 3D;Architectural designer;R. Amílcar Alves de Carvalho 35, 2765-614 Estoril, Portugal;+351 933 406 315;http://www.darq.com.pt/;cascais;Google Maps
AQUA LUME;Interior designer;R. de Sant'Ana 1691, 2750-576 Cascais, Portugal;+351 960 409 365;;cascais;Google Maps
InsideOut | real estate | interior | landscape design;Design agency;R. Poço 14B, 2645-536 Alcabideche, Portugal;+351 936 803 874;https://www.insideoutdesign.co/#contacts;cascais;Google Maps
Casa Viva Obras;Construction company;R. da Torre 1030, 2750-752 Cascais, Portugal;+351 961 759 397;http://www.casavivaobras.pt/;cascais;Google Maps
REBECCA LEON - ARCHITECTURE & INTERIOR DESIGN;Architecture firm;Av. Sabóia 486, 2765-277 Estoril, Portugal;+351 917 883 551;http://www.rebeccaleoninteriors.com/;cascais;Google Maps
PROA Arquitectura & Design;Architect;R. Lisboa 5 Loja 33, 2765-240 Estoril, Portugal;+351 914 149 619;;cascais;Google Maps
Scarlatti Architecture;Architect;;+351 967 412 525;;cascais;Google Maps
AHRB ATELIER Projetos de arquitetura;Architect;;;https://ahrbatelier.wixsite.com/home;cascais;Google Maps
Chalet Ficalho;;Av. Emídio Navarro 211, 2750-337 Cascais, Portugal;+351 927 513 816;http://www.chaletficalho.com/;cascais;Google Maps
Studio Cobogó PT;Architect;;;https://studiocobogo.pt/;cascais;Google Maps
TERRIORD - Urbanismo e Ordenamento do Território;Architect;R. Cesaltina Fialho Gouveia 703, 2645-038 Cascais, Portugal;+351 21 464 8250;https://www.terriord.pt/;cascais;Google Maps
Casa das Histórias Paula Rego;Museum;Av. da República 300, 2750-475 Cascais, Portugal;+351 21 482 6970;https://bairrodosmuseus.cascais.pt/list/museu/casa-das-historias-paula-rego;cascais;Google Maps
MKC architects;Architect;Rua do Mato Verde 503, Bicesse, 2645-351 Alcabideche, Portugal;+351 968 819 972;https://www.mkcarchitects.com/;cascais;Google Maps
TELA em Portugal;Architect;;+351 916 811 910;https://www.instagram.com/telaemportugal/;cascais;Google Maps
H4U arquitectos;Architect;R. Vale de Santa Rita 32, 2765-293 Estoril, Portugal;;;cascais;Google Maps
Pureza Magalhães - decorações Sociedade Unipessoal Lda;Interior designer;Rua da, R. Ribeira das Vinhas 124 B2, 2750-477 Cascais, Portugal;+351 21 585 2190;;cascais;Google Maps
PONTO i - architecture | design | build;Architecture firm;Av. República 3000 Office B.25, 2649-517 Estoril, Portugal;+351 21 366 0912;https://pontoi.pt/;cascais;Google Maps
LC.SR;Architect;;;https://lcsr.pt/;cascais;Google Maps
Projetos 3D - Impressão, Modelação e Render 3D;Digital printer;Praceta Carlos Bonvalot 7B, 2750-557 Cascais, Portugal;+351 914 851 048;https://www.projetos3d.com/;cascais;Google Maps
Andrade Arquitectos;Architect;Pça António Gilberto de Andrade 60 1º andar, 2750-841 Cascais, Portugal;+351 21 482 1248;;cascais;Google Maps
CA | PA Atelier;Architecture firm;;+351 917 764 038;;cascais;Google Maps
Homes by Ucha;Interior designer;;+351 914 624 085;https://www.homesbyucha.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3701257144626038220;cascais;Google Maps
OFICINA | LOJA | ATELIER;Architecture firm;Parede PT, Estr. Rebelva 1216 loja G, 2775-371 São Domingos de Rana, Portugal;+351 918 300 943;http://www.oficinalojaatelier.com/;cascais;Google Maps
Patine;Interior designer;;+351 919 739 111;http://www.patine.com/;cascais;Google Maps
FAZENDA CHOCOLATE;Interior designer;Av. 25 de Abril 510B, 2750-511 Cascais, Portugal;+351 913 853 383;http://www.fazendachocolate.com/;cascais;Google Maps
ISM/ Interior Design;Interior designer;Av. Sabóia 915a, Monte Estoril, 2765-279 Estoril, Portugal;+351 915 349 553;https://ism-interiordesign.pt/;cascais;Google Maps
Termotec-climatização Lda;Architect;Av. Itália 161 A, 2765-419 Estoril, Portugal;+351 21 466 5082;;cascais;Google Maps
Mirage Virtual Reality;Architecture firm;Av.Marginal 6912 R/C Estoril, 2765-587 Lisbon, Portugal;+351 917 323 748;http://www.miragevirtualreality.com/;cascais;Google Maps
Atelier De Arquitetura, Jorge Cruz Pinto e Cristina Mantas;Architecture firm;Rua do Banco, n° 18, Estoril 2765-397, 2765-397, Portugal;+351 926 234 422;http://www.cruzpinto.com/jcpcm/;cascais;Google Maps
João Bragança Arquitectos;Architect;;+351 910 852 577;http://www.joaobraganca.com/;cascais;Google Maps
Base Geométrica, Lda.;Architect;R. Raúl Brandão 47, 2765-548 Estoril, Portugal;+351 21 363 2920;;cascais;Google Maps
Wall Up;Corporate office;R. Terceira Idade N.11, 2645-260 Alcabideche, Portugal;+351 21 466 9135;http://www.wallup.pt/;cascais;Google Maps
cidades INvisíveis - arquitectura, arte e design;Architect;Av. Marginal 4580B, 2765-582 Estoril, Portugal;+351 938 429 051;http://www.cidadesinvisiveis.pt/;cascais;Google Maps
Teresa Prego Design;Interior designer;R. Angola 11, 2765-193 Estoril, Portugal;+351 21 464 7204;http://www.terezaprego.com/;cascais;Google Maps
Nurture-AD (João Pedro Quaresma);Architect;Av. República 3000 Escritório 2.08, Alcoitão, 2649-517 Alcabideche, Portugal;+351 969 025 969;https://www.nurture-ad.com/pt/home#ContactUs;cascais;Google Maps
N-arquitectos Lda;Architect;Edif. Estoril Garden, Av. Aida loja 813, 2765-187 Estoril, Portugal;+351 21 093 8911;;cascais;Google Maps
Riviera & Co;Interior designer;;+351 913 082 357;https://www.rivieraandco.com/;cascais;Google Maps
Saints at Sea - Cascais;Store;Praça 5 de Outubro 75, 2750-320 Cascais, Portugal;;https://www.saints-at-sea.com/;cascais;Google Maps
m.arq - ricardo moura arquitecto;Architect;Rua Barbosa do Bocage 52, 2750-021 Aldeia de Juso, Portugal;+351 962 404 516;https://www.m-arq.com/;cascais;Google Maps
DESENHO BRANCO;Interior designer;R. António Francisco 98, 2785-046 São Domingos de Rana, Portugal;+351 925 228 252;https://www.desenhobranco.com/web/contactos/;cascais;Google Maps
ARQSCJF - Arquitetura Engenharia e Construção, Lda;Architect;Alameda Beloura, 2710-706 Sintra, Portugal;+351 916 235 533;http://www.arqscjf.pt/;cascais;Google Maps
Ana Freire Architecture & Interiors;Interior designer;;+351 969 062 310;;cascais;Google Maps
Nbdesigns;Interior designer;;+351 969 662 881;;cascais;Google Maps
Prado Arquitectura;Architect;;+351 929 169 153;;cascais;Google Maps
EA Interiores;Interior designer;;+351 914 794 319;;cascais;Google Maps
Woodteck Designs;Interior designer;;+351 912 366 005;https://woodteckdesigns.com/;cascais;Google Maps
Camaleão Invisible Design;Interior designer;R. Avencas 239, 2765-062 Estoril, Portugal;+351 927 471 960;https://instagram.com/camaleao.invisibledesign?utm_medium=copy_link;cascais;Google Maps
Ideia Matriz-arquitectura E Urbanismo Lda;Architect;R. Dr. Alfredo da Costa 13, 1495-161 Lisboa, Portugal;+351 21 482 0119;http://www.ideiamatriz.pt/;cascais;Google Maps
pointOview;Architect;;+351 21 246 0690;http://www.pointoview.net/;cascais;Google Maps
João Brandão . Margarida Gomes, Arquitectos.pt;Architect;Quinta da Mira Serra, Estr. de Janas, 2710-265 Sintra, Portugal;+351 21 928 0781;http://www.jbmg-arquitectos.pt/;cascais;Google Maps
FOA Arquitetura;Architect;;+351 935 033 030;;cascais;Google Maps
COHERENT SUNDAY, LDA;Engineer;;+351 961 648 828;;cascais;Google Maps
CORKBRICK EUROPE;Furniture maker;DNA Cascais Cruz da Popa, 2645-449 Alcabideche, Portugal;+351 21 485 0020;http://www.corkbrick.com/;cascais;Google Maps
designstudio;Interior designer;R. Sacadura Cabral 377 B, 2765-553 Estoril, Portugal;+351 961 778 640;;cascais;Google Maps
Vila Arquitectos;Architect;R. António Tomás Botto 99 R/C, 2785-008 São Domingos de Rana, Portugal;+351 21 581 9332;http://www.vilaarquitectos.com/;cascais;Google Maps
ARCOLAGO, arquitetura e construção, lda.;Construction company;R. das Laranjeiras 41, 2645-345 Alcabideche, Portugal;+351 21 824 5270;;cascais;Google Maps
Palmer & Grego Arquitectos, Lda.;Architect;Av. da República 3000 Estoril, Office - Escritório 07, 2649-513 Alcabideche, Portugal;+351 21 486 7790;;cascais;Google Maps
52;Interior designer;R. Fonte da Carreira 350 Armazém B12, 2645-467 Alcabideche, Portugal;+351 21 464 7299;http://52.pt/;cascais;Google Maps
Célia Anica Arquitectura Lda;Architect;;;https://celiaanica.com/;cascais;Google Maps
HOMY - Home Design;Home goods store;Av. São Pedro 12B, 2765-445 Estoril, Portugal;+351 916 827 826;;cascais;Google Maps
