company_name;industry;address;phone;website;municipality;data_source
Parques de Sintra-Monte da Lua (PSML);Heritage preservation;R. Visc. de Monserrate, 2710-405 Sintra, Portugal;+351 21 923 7300;https://www.parquesdesintra.pt/;sintra;Google Maps
Aup9 - Arquitectura e Planeamento, Lda;Architecture firm;Largo 1° de Dezembro 2 2° Dir./Esq, 2710-496 Sintra, Portugal;+351 917 256 795;https://www.aup9arquitectura.pt/;sintra;Google Maps
InsideOut | real estate | interior | landscape design;Design agency;R. Poço 14B, 2645-536 Alcabideche, Portugal;+351 936 803 874;https://www.insideoutdesign.co/#contacts;sintra;Google Maps
Platus, Lda;Architect;Alameda Dom Afonso Henriques 33, 2715-665 Montelavar, Portugal;+351 21 967 2055;https://platus.pt/;sintra;Google Maps
Gadesignwood;Interior designer;;+351 964 841 266;;sintra;Google Maps
7me home;Building firm;Av. Movimento das Forças Armadas 6 Lj A, 2710-431 Sintra, Portugal;+351 938 213 923;;sintra;Google Maps
Câmara Municipal de Sintra (sede);City or town hall;Largo Dr. Virgílio Horta, 2714-501 Sintra, Portugal;+351 21 923 8500;http://www.cm-sintra.pt/;sintra;Google Maps
Courthouse Sintra;District Justice;Juízos Criminais de Sintra, Av. Mário Firmino Miguel n° 2, 2714-556 Sintra, Portugal;+351 21 910 4940;https://comarcas.tribunais.org.pt/comarcas/nucleo.php?com=lisboaoeste&nucleo=SINTRA&id_nucleo=138;sintra;Google Maps
Vivenda Creative Home - Designer de Interiores;Interior designer;;+351 911 920 369;https://wa.me/351911920369;sintra;Google Maps
PauloMartins - Architecture & Consulting;Architect;;+351 919 136 304;;sintra;Google Maps
Nbdesigns;Interior designer;;+351 969 662 881;;sintra;Google Maps
National Palace of Pena;Castle;Estrada da Pena, 2710-609 Sintra, Portugal;+351 21 923 7300;https://www.parquesdesintra.pt/pt/parques-monumentos/parque-e-palacio-nacional-da-pena/;sintra;Google Maps
Fragmentos Efémeros;Architect;;+351 932 129 553;;sintra;Google Maps
Tecnolusa, Lda.;Construction company;R. São Francisco Xavier 75, 2635-188 Rio de Mouro, Portugal;+351 919 958 024;;sintra;Google Maps
Casal Santa Maria;Winery;R. Principal 18, 2705-177 Colares, Portugal;+351 21 929 2117;https://www.casalstamaria.pt/enotourism/;sintra;Google Maps
Discover Lisbon;Tour agency;R. da Atalaia 204, 1200-089 Lisboa, Portugal;+351 932 060 800;https://www.discoverlisbon.org/;sintra;Google Maps
Sonho Linear - Arquitectura;Architect;;+351 933 321 324;https://sonholinear.com/;sintra;Google Maps
BF INTERIOR DESIGNER;Interior designer;;+351 918 938 232;http://bfinteriordesigner.com/;sintra;Google Maps
TM Arquitetura e Imagem;Architect;;+351 913 682 146;http://tmarquiteturaeimagem.wixsite.com/;sintra;Google Maps
Visual Take - Serviços de Design e Audiovisuais;Marketing agency;;+351 961 543 189;https://www.visualtake.pt/contactos;sintra;Google Maps
inwest - propriedades e projectos, lda;Architect;;;;sintra;Google Maps
Jg - Artes Gráficas, Publicidade E Marketing, Lda.;Graphic designer;R. Santo António 30, 2710-006 Sintra, Portugal;+351 21 470 4900;;sintra;Google Maps
PhiZero Arquitetos;Architect;R. Teófilo Braga 13, Valejas, 2730-181, Portugal;+351 914 064 965;https://www.phi-zero.com/;sintra;Google Maps
Santos & Scheffer - Design e Remodelação de Interiores;Remodeler;;+351 910 798 329;https://santosscheffer.com/;sintra;Google Maps
Vastu Connecting;Architect;;+33 6 45 18 39 77;https://vastuconnecting.com;sintra;Google Maps
Parque Natural de Sintra-Cascais;National park;Portugal;+351 21 924 7200;;sintra;Google Maps
SomaFuture;Construction company;Av. Dom João I 16 2º Esq, 2780-065 Oeiras, Portugal;+351 21 137 2830;https://somafuture.pt/;sintra;Google Maps
Spectrum Quartz Stone;Stone supplier;Estr. da Serra 104 LT B, 2715-120 Pêro Pinheiro, Portugal;+351 936 845 865;https://hbsquartz.pt/;sintra;Google Maps
Pardal Monteiro Arquitectos;Architect;R. Saraiva de Carvalho nº 84 porta 1, 1250-244 Lisboa, Portugal;+351 21 390 0642;http://pardalmonteiro.com/en/;sintra;Google Maps
Restaurante Palácio de Seteais;Restaurant;R. Barbosa du Bocage 8, 2710-517 Sintra, Portugal;;;sintra;Google Maps
Arco Duplo-Gabinete de Arquitectura Lda;Architect;Av. de Roma 16, 1000-195 Lisboa, Portugal;+351 21 844 6664;http://www.arcoduplo.pt/;sintra;Google Maps
Bloom Lab - Arquitetura e Construção;Architecture firm;R. Frei Luis de Granada 14 A, 1500-680 Lisboa, Portugal;+351 21 726 0741;http://www.bloomlab.pt/;sintra;Google Maps
Loja EGLO Sintra;Lighting store;Av. 25 de Abril 122, 2705-902 Terrugem, Portugal;;https://www.eglo.com/pt/;sintra;Google Maps
A Capela - A Essência de Sintra;;Av. Barão Almeida Santos 3, 2710-525 Sintra, Portugal;;http://www.a-capela.com/;sintra;Google Maps
Villa Sassetti;Historical landmark;Estrada da Pena, 2710-000 Sintra, Portugal;+351 21 923 7300;https://www.parquesdesintra.pt/pt/parques-monumentos/vila-sassetti/;sintra;Google Maps
Point of Experience Gama Uno;Consultant;Tv. da Conceição à Lapa 15, 1200-798 Lisboa, Portugal;+351 261 430 070;http://www.gamauno.pt/;sintra;Google Maps
