company_name;industry;address;phone;website;municipality;data_source
Decor-in, Lda;Home builder;Rua Dr. Gomes Leal 3A, 2560-331 Torres Vedras, Portugal;+351 927 093 430;http://www.decor-in.pt/;torres_vedras;Google Maps
Paulo de Sousa Moreira;Architect;;+351 963 054 149;;torres_vedras;Google Maps
Slingshot - Design e Produções Multimédia;Video production service;Praça Dr. Alberto Manuel Avelino nº1, 2560-248 Torres Vedras, Portugal;+351 261 317 911;http://www.slingshot.pt/;torres_vedras;Google Maps
Casa Viva Obras;Construction company;núm 2º D, R. José Eduardo César 4, 2560-706, Portugal;+351 912 421 544;http://www.casavivaobras.pt/;torres_vedras;Google Maps
X - Acústica, Lda. (Laboratório de Ensaios e Medições Acústicas de Edifícios);Appraiser;Av. 5 de Outubro 21 B, 2560-270 Torres Vedras, Portugal;+351 916 509 755;https://www.avaliacaoacustica.com/;torres_vedras;Google Maps
São Vicente Fort;Fortress;2560-629 Torres Vedras, Portugal;;http://monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=6346;torres_vedras;Google Maps
Juve2 - Iluminação & Decoração;Lighting store;R. Campo da Várzea 14, 2560-625 Torres Vedras, Portugal;+351 261 314 048;http://www.juve2.pt/;torres_vedras;Google Maps
LQ Comunicação e Imagem;Graphic designer;R. José Eduardo César, 2560-680 Torres Vedras, Portugal;+351 919 040 038;;torres_vedras;Google Maps
BIOVEGAN PORTUGAL;Graphic designer;Av. 5 de Outubro 23 3Dto, 2560-270 Torres Vedras, Portugal;+351 917 085 662;https://www.bioveganportugal.com/;torres_vedras;Google Maps
Devtech - Marketing Agency;Marketing agency;;+351 910 381 491;https://devtech.pt/portfolio;torres_vedras;Google Maps
Amora Limão Design;Graphic designer;2560-573 Torres Vedras, Portugal;;;torres_vedras;Google Maps
Centro de Interpretação da Comunidade Judaica de Torres Vedras;Museum;Largo Padre Jacinto Sobreiro 1, 2560-651 Torres Vedras, Portugal;+351 261 148 633;http://www.cm-tvedras.pt/artigos/detalhes/centro-de-interpretacao-da-comunidade-judaica/;torres_vedras;Google Maps
Globalfree - Web Design, Impressão e Publicidade;Advertising agency;Rua Fernando Vicente 17, 1º andar, 2560-676 Torres Vedras, Portugal;+351 295 515 219;http://www.globalfree.pt/;torres_vedras;Google Maps
A Horta;Landscaping supply store;Largo dos Polomes 10, 2560-635 Torres Vedras, Portugal;+351 261 325 851;;torres_vedras;Google Maps
Janica Home;Home goods store;R. 1º de Dezembro 11B, 2560-300 Torres Vedras, Portugal;;;torres_vedras;Google Maps
Vipagráfica Lda;Graphic designer;R. de São Miguel 8, 2560-592 Torres Vedras, Portugal;+351 261 325 653;http://vipagrafica.pt/;torres_vedras;Google Maps
Jorge Fernandes Gabinete Arquitectura e Engenharia;Architect;R. Julião Alves 2, 2560-011 A dos Cunhados, Portugal;+351 934 776 303;;torres_vedras;Google Maps
Ana Henrique;Graphic designer;Ed. belo Horizonte, R. Dr. Aurélio Ricardo Belo loja 1 R/C, 2560-324 Torres Vedras, Portugal;+351 914 090 890;;torres_vedras;Google Maps
Design man;Interior designer;;+351 916 526 237;;torres_vedras;Google Maps
Photopack;Photography studio;R. Dr. Aleixo Ferreira 13, 2560-303 Torres Vedras, Portugal;+351 261 092 661;;torres_vedras;Google Maps
Jardins Fiuza;Gardener;R. da Serra n4, 2565-846, Portugal;+351 912 952 097;;torres_vedras;Google Maps
Publidisart-artes Gráficas Sociedade Unipessoal Lda;Graphic designer;R. São Gonçalo de Lagos 21, 2560-331 Torres Vedras, Portugal;+351 261 316 061;https://filmesp.wixsite.com/website-35;torres_vedras;Google Maps
Luisinha Decoração;Store;R. 9 de Abril 19 B, 2560-633 Torres Vedras, Portugal;+351 916 780 844;;torres_vedras;Google Maps
Latoaria Ponte Rol-fabricante De Lanternas E Lustres Lda;Landscape lighting designer;Av. Padre Dr. Raúl Sarreira 70, 2560-135 Pte. do Rol, Portugal;+351 261 331 438;http://www.latoariaponterol.com/;torres_vedras;Google Maps
Amigo do Campo, Lda;Gardener;Av. Gen. Humberto Delgado, 2560-333 Torres Vedras, Portugal;;https://amigodocampo-pt.cms.webnode.pt/orcamentoamidodocampolda/;torres_vedras;Google Maps
LabAberto;Training center;R. Serpa Pinto 7A loja 30, 2560-288 Torres Vedras, Portugal;+351 261 090 087;http://lababerto.pt/fab-experience-2020/;torres_vedras;Google Maps
Marcelo Dantas, Arquitetura;Architect;;+351 967 176 167;https://www.marcelodantas.pt/;torres_vedras;Google Maps
Esboço Cúbico;Architect;;+351 919 173 494;;torres_vedras;Google Maps
