company_name;industry;address;phone;website;municipality;data_source
"Arquitecturamais Almada";"Architect";"Parque Tecnológico Mutela Edf.3, Gabinetes R207 2804- 537, 2804-537 Almada, Portugal";"+351 21 084 7849";"";"almada";"Google Maps"
"Catarina Reis | Arquitetura, Design de Interiores e Planeamento";"Architecture firm";"Estr. Algazarra 39, 2810-015 Almada, Portugal";"+351 913 030 443";"https://www.linkedin.com/in/catarina-amaral-dos-reis-426823160/";"almada";"Google Maps"
"Graziela Madeira - Design de Interiores";"Interior designer";"Av. Bento Gonçalves 37C, 2805-100 Almada, Portugal";"+351 21 274 9050";"https://www.grazielamadeira.pt/";"almada";"Google Maps"
"Graziela Madeira - Design de Interiores";"Interior designer";"Av. Bento Gonçalves 37C, 2805-100 Almada, Portugal";"+351 21 274 9050";"https://www.grazielamadeira.pt/";"almada";"Google Maps"
"Diviprojecto-projectos E Divisão De Espaços, Lda.";"Architect";"R. Joaquim Pires Jorge 9, 2810-083 Almada, Portugal";"+351 21 250 9610";"";"almada";"Google Maps"
"SNA Arquitetura LDA";"Architecture firm";"R. Torcato José Clavine 3, Almada, Portugal";"+351 21 274 8273";"http://www.salvadorneto.com/";"almada";"Google Maps"
"Arquiqual";"Architect";"R. Cidade de Amadora 6, 2855-118 Corroios, Portugal";"+351 21 253 4688";"http://www.arquiqual.com/";"almada";"Google Maps"
"Tiago Salvador - Arquitectos";"Architecture firm";"Rua da Judiaria 14, 2800-125 Almada, Portugal";"";"";"almada";"Google Maps"
"Carlos Alberto Gomes";"Architecture firm";"R. Ramiro Ferrão 26 r/c, 2805-346 Almada, Portugal";"+351 21 274 8073";"";"almada";"Google Maps"
"Casa Viva Obras";"Architect";"Rua das Flores 16 2 2º Dto, 2810-217 Almada, Portugal";"+351 914 035 242";"http://www.casavivaobras.pt/";"almada";"Google Maps"
"Quali+ Consultoria - Sede - Estudos e Sistemas de Qualidade ,lda";"Architect";"Rua Dr. António Elvas 14, 1.º- Laranjeiro, 2810-164 Almada, Portugal";"+351 21 073 8885";"";"almada";"Google Maps"
"MURiiU";"Interior designer";"R. Gil Anes da Costa 5, 2800-097 Almada, Portugal";"+351 912 448 942";"";"almada";"Google Maps"
"KM-DESIGNER DE INTERIORES, LDA";"Architect";"Av. 25 de Abril 5B, 2855-725 Corroios, Portugal";"+351 910 528 445";"https://km-designdeinteriores.com/contacto";"almada";"Google Maps"
"Alexandra Cristina Morais Gomes";"Graphic designer";"Praça Movimento das Forças Armadas 7, 2800-171 Almada, Portugal";"+351 21 083 3058";"";"almada";"Google Maps"
"Vangor Interior Design Almada | Decoração de Interiores";"Interior designer";"R. do Cabo da Boa Esperança 41A, 2805-109 Almada, Portugal";"+351 21 276 5464";"https://www.vangor.pt/";"almada";"Google Maps"
"Espaço Escrito, Arquitectura, Lda.";"Architect";"";"+351 963 364 655";"https://espacoescrito.weebly.com/";"almada";"Google Maps"
"Vee Mateus | Tattoos - Art Prints - Murals - Designer Clothing - Workshops";"Tattoo artist";"Av. 25 de Abril de 1974 3B 2 Frt, 2800-300 Almada, Portugal";"+351 928 048 908";"https://form.jotform.com/243325447160351";"almada";"Google Maps"
"ERA Almada";"Real estate agency";"R. Manuel Parada 1 A, 2800-700 Almada, Portugal";"+351 21 274 8257";"https://www.era.pt/agencias/almada?google=";"almada";"Google Maps"
"Virtual Projectos-arquitectura Engenharia Lda";"Architect";"Av. 25 de Abril 64, 2855-591 Corroios, Portugal";"+351 21 255 2315";"";"almada";"Google Maps"
"Kali Group";"Architectural designer";"";"+351 933 959 746";"https://funerariavoa.pt/contactos/";"almada";"Google Maps"
"Gabinete de Arquitetura Lisboa - spacelovers";"Architect";"Calçada da Tapada 67 2E, 1300-546 Lisboa, Portugal";"+351 969 010 330";"https://spacelovers.pt/";"almada";"Google Maps"
"Vizual Estúdio - Arquitectura";"Architect";"";"+351 912 688 608";"https://www.vizualestudio.pt/";"almada";"Google Maps"
"Anagrama Design";"Graphic designer";"R. Dom Álvaro Abranches da Câmara 15, 2800-015 Almada, Portugal";"+351 962 530 920";"";"almada";"Google Maps"
"NUVEM LINEAR - COZINHAS, LDA";"Interior designer";"Praça Lopes Graça 16, 2810-436 Almada, Portugal";"+351 21 165 4416";"http://www.nuvemlinear.pt/";"almada";"Google Maps"
"Sidney Quintela Architecture + Urban Planning";"Architect";"Cais do Gás Armazém H, 1200-109 Lisboa, Portugal";"+351 21 091 2140";"http://www.sidneyquintela.com/";"almada";"Google Maps"
"UO Almada Atelier";"Architecture firm";"";"+351 21 276 5464";"https://urbanobras.pt/";"almada";"Google Maps"
