company_name;industry;address;phone;website;municipality;data_source
"Atelier 106, arquitectura e decoração Lda.";"Architect";"Av. António Augusto de Aguiar 179, 1050-015 Cave, Portugal";"+351 917 117 526";"http://www.atelier106.pt/";"seixa";"Google Maps"
"AXIS Studio Arquitetura Lda";"Architect";"DNA Cascais, R. Cruz de Popa Escritório 20, 2645-449 Alcabideche, Portugal";"+351 919 499 837";"";"seixa";"Google Maps"
"Mónica d'Araújo · Feng Shui Design Concept";"Architect";"R. Henrique Paiva Couceiro 10, 2700-453 Amadora, Portugal";"+351 917 973 679";"https://www.monicaaraujo.net/";"seixa";"Google Maps"
"Ameixa Arquitectos";"Architect";"Praça Dom Afonso V 5 Loja 9, 2710-521 Sintra, Portugal";"+351 960 083 856";"";"seixa";"Google Maps"
"TEKSTUDIO Architecture + Design";"Architect";"Av. Dom João II 42 Edifício Mythos, Piso 6, escritório 601/2, 1990-095 Lisboa, Portugal";"+351 21 400 3060";"http://tekstudioarchitects.com/";"seixa";"Google Maps"
"Palacete Seixas";"Heritage building";"Av. da Liberdade 270, 1250-149 Lisboa, Portugal";"";"";"seixa";"Google Maps"
"Martina Arch | Lisboa";"Architect";"Praça, Lgo Adelino Amaro da Costa 8 2ºD, 1100-006 Lisboa, Portugal";"+351 924 234 507";"https://www.martinaarch.com/";"seixa";"Google Maps"
"BMA Group Lisboa - Magic Place";"Construction company";"R. Rui Teles Palhinha 10 2.º F, 2740-278 Porto Salvo, Portugal";"+351 912 424 724";"http://www.bmagrouplisboa.pt/";"seixa";"Google Maps"
"RHARQUITECTOS";"Architect";"R. Diogo Dias 24, 2870-272 Montijo, Portugal";"+351 21 231 1480";"https://www.rharquitectos.com.pt/";"seixa";"Google Maps"
"Catarina Batista Studio";"Architect";"Largo Avião Lusitânia 17, 2780-203 Oeiras, Portugal";"+351 21 130 8794";"http://www.catarinabatista.com/";"seixa";"Google Maps"
"Scae - Serviços Consultoria Arquitectura E Engenharia, Lda.";"Architect";"R. Cidade de Faro 39, 2870-138 Montijo, Portugal";"+351 21 232 0292";"";"seixa";"Google Maps"
"Atelier Concept Store Azeitão";"Interior designer";"R. José Augusto Coelho 10, 2925-538 São Lourenço, Portugal";"+351 967 762 014";"http://www.atelierconceptstore.com/";"seixa";"Google Maps"
"Lisbon Architecture Triennale";"Architect";"Office:, Campo de Santa Clara 142, 1100-474 Lisboa, Portugal";"+351 21 803 8540";"http://trienaldelisboa.com/";"seixa";"Google Maps"
"Nuno Nascimento Architecture";"Architect";"💰 R. Doutor Augusto Lamas 2A, 2760-152 Caxias, Portugal";"+351 916 400 528";"http://nunonascimento.com/";"seixa";"Google Maps"
"Glim - Design de Interiores";"Interior designer";"R. Stara-Zagora 26 A, 2830-364 Barreiro, Portugal";"+351 21 246 0108";"http://www.glim.pt/";"seixa";"Google Maps"
"Palacete Seixas";"Tourist attraction";"R. Fernandes Thomás 2, 2750-642 Cascais, Portugal";"";"http://www.monumentos.gov.pt/site/app_pagesuser/sipa.aspx?id=22648";"seixa";"Google Maps"
"studiorise cycling";"Fitness center";"R. Correia Teles 18, 1350-092 Lisboa, Portugal";"";"http://www.studiorise.eu/";"seixa";"Google Maps"
"Youth and Cultural Association Collective Multimedia Perve";"Art gallery";"Junto à Igreja de Stº Estêvão, R. das Escolas Gerais 13 17 e 19, 1100-218 Lisboa, Portugal";"+351 21 882 2607";"http://www.pervegaleria.eu/";"seixa";"Google Maps"
"ARX PORTUGAL ARQUITECTOS LDA";"Corporate office";"Largo Santos 4 1, 1200-848 Lisboa, Portugal";"+351 21 391 8110";"http://www.arx.pt/";"seixa";"Google Maps"
"Palácio Sinel de Cordes";"Culture";"Campo de Santa Clara 144, 1100-474 Lisboa, Portugal";"+351 21 803 8540";"https://www.trienaldelisboa.com/";"seixa";"Google Maps"
"Bacalhôa - Vinhos de Portugal";"Winery";"Estrada Nacional 10, 2925-901 São Lourenço, Portugal";"+351 21 219 8067";"http://www.bacalhoa.pt/";"seixa";"Google Maps"
"71 Arquitectos";"Architect";"Av. Dr. António Rodrigues Manito 87B, 2900-067 Setúbal, Portugal";"+351 917 049 765";"https://www.71arquitectos.pt/en/contacts/";"seixa";"Google Maps"
