company_name;industry;address;phone;website;municipality;data_source
Óscar Knoblich-arquitectura Paisagista,planeamento E Consultoria Ambiental Sociedade Unipessoal Lda;Landscape architect;R. do Cerrado das Oliveiras 12 loja12A, 2720-096 Amadora, Portugal;+351 21 471 6435;;amadora;Google Maps
Arq. António Teodósio Ferreira;Architect;Praça Augusto Cabrita, 2610-288 Amadora, Portugal;+351 919 035 399;http://www.arqaf.pt/;amadora;Google Maps
Atelier AV;Architecture firm;;+351 965 355 465;;amadora;Google Maps
Ligrate-atelier Gráfico Lda;Graphic designer;R. Augusto Gil 21, 2650-373 Amadora, Portugal;+351 21 498 6550;http://www.ligrate.com/;amadora;Google Maps
Tomás Salles Arquitectos;Architect;R. Miguel Torga nº2C Piso 3, Loja 14, 2610-086 Amadora, Portugal;;http://www.salles.pt/;amadora;Google Maps
Home&Life Design;Interior designer;;;http://www.salomeletras.com/;amadora;Google Maps
Bagu Studio;Graphic designer;Praceta Infante Dom Pedro 5 1º Direito, 2700-467 Amadora, Portugal;+351 918 974 132;https://www.bagu-studio.com/;amadora;Google Maps
Vangor Interior Design Oeiras SO | Decoração de Interiores;Interior designer;R. Dr. Francisco Sá Carneiro R/C esq, 22 a 22-B, 2720-197 Amadora, Portugal;+351 928 037 485;https://www.vangor.pt/;amadora;Google Maps
Urbanização SkyCity;Housing complex;Praça da Serra, Amadora, Portugal;+351 21 837 1025;https://www.skycity.pt/;amadora;Google Maps
Atelier R96;Interior designer;;+351 21 711 1300;;amadora;Google Maps
92 Arquitectos Alfragide;Architect;R. do Cerrado das Oliveiras 12 r/c B, 2610-035 Amadora, Portugal;+351 21 472 0800;https://www.92arquitectos.pt/;amadora;Google Maps
Polyline - Arquitetura e Engenharia;Architect;Av. Q.ta Grande N.º 22 Loja 25, 2610-161 Amadora, Portugal;+351 925 448 484;;amadora;Google Maps
bê á bá - creative details studio;Graphic designer;Av. Luís Sá 22 loja E, 11B, 2700-181 Amadora, Portugal;+351 917 734 529;https://www.beabastudio.com/contatos;amadora;Google Maps
CS REMODELAÇÕES;Painter;Tv. da Quinta do Pau 10, 2700-298 Amadora, Portugal;+351 938 267 400;https://www.welinkbuilders.pt/remodelacao/designer-de-interiores/decorador-de-interiores/eletricista/ladrilhador/carpinteiro/pedreiro/pintor/estucador/canalizador/microcimento/reabilitacao/2700-298-amadora-portugal/cs-remodelacoes-351;amadora;Google Maps
Pereira & Coutinho S.A.;Construction company;Av. da, Av. Q.ta Grande 91 Loja A, 2610-284, Portugal;+351 21 472 8500;;amadora;Google Maps
CSP Group;Architect;R. Henrique Paiva Couceiro 10 Sala 39, 2700-453 Amadora, Portugal;+351 928 121 507;https://cspgroup.pt/;amadora;Google Maps
Square 21;Building firm;Av. Miguel Bombarda 39, 2700-581 Amadora, Portugal;+351 919 503 389;;amadora;Google Maps
GRAU+ | Arquitectura e Urbanismo;Architect;;+351 918 063 607;https://www.instagram.com/grau.mais/;amadora;Google Maps
BF INTERIOR DESIGNER;Interior designer;;+351 918 938 232;http://bfinteriordesigner.com/;amadora;Google Maps
This Little Room;Interior designer;R. do Moinho da Galega 10 A, 2700-591 Amadora, Portugal;+351 912 630 336;http://www.thislittleroom.pt/;amadora;Google Maps
Oficina das Formas;Industrial design company;Av. Almeida Garrett 6, 2610-295 Amadora, Portugal;+351 21 160 8871;http://oficinadasformas.pt/;amadora;Google Maps
Deborah Aureliano - Designer Grafico;Graphic designer;Rua das Fontaínhas 51 3° ANDAR, 2700-391 Amadora, Portugal;+351 925 460 076;;amadora;Google Maps
CURVA ASSIMÉTRICA, LDA;Architecture firm;;+351 911 595 647;https://www.linkedin.com/in/curva-assimetrica/;amadora;Google Maps
Diogo Ribeiro | Design Gráfico & Gestão de Redes Sociais;Graphic designer;Av. António Sérgio, 2720-045 Amadora, Portugal;+351 934 525 945;;amadora;Google Maps
Daniel Braga - Engenharia Unipessoal LDA;Home builder;;+351 934 608 710;;amadora;Google Maps
Joaedron Painter of Alfragide;Graphic designer;R. Nuno Ferrari 1, 2610-289 Amadora, Portugal;+351 968 439 766;https://joaedron.wixsite.com/joaedron;amadora;Google Maps
BFA - Bruno e Filipe, Arquitectos e Associados, Lda.;Architect;PCT das Gaias 10, 2610-081 Buraca, Portugal;+351 21 938 4036;http://www.bfa.pt/;amadora;Google Maps
Argarte-Estudio De Artes Graficas, Lda.;Graphic designer;R. Dom Duarte 6, 2700-324 Amadora, Portugal;+351 21 491 3704;;amadora;Google Maps
Arqma arquitectura;Architect;;+351 961 900 808;;amadora;Google Maps
Jardins de Adónis;Landscaper;R. Branquinho da Fonseca 14, 2700-128 Amadora, Portugal;+351 933 864 310;https://jardinsdeadonis.pt/;amadora;Google Maps
Mundo Verde Jardins;Gardener;R. Herculano de Carvalho 1, 2720-270 Amadora, Portugal;+351 920 655 135;https://www.mundoverdejardins.com/;amadora;Google Maps
techNo Designs;Graphic designer;Av. Padre Bartolomeu de Gusmão 23, Damaia, 2720-402 Amadora, Portugal;+351 964 115 168;;amadora;Google Maps
Necrópole de Carenque;Archaeological site;Carenque, Amadora, Portugal;+351 21 436 9090;https://www.cm-amadora.pt/cultura/museu-municipal-de-arqueologia/674-nucleo-monografico-da-necropole-de-carenque-2.html;amadora;Google Maps
Small is BIG;Architect;;;https://www.smallisbig.pt/;amadora;Google Maps
Libat Garden;Interior architect office;R. Pinheiro Borges, 2610-140 Amadora, Portugal;+351 967 392 431;;amadora;Google Maps
Treze Ponto Nove-Atelier De Publicidade E Artes Graficas, Lda.;Graphic designer;Av. dos Cravos Vermelhos 12, 2720-053 Amadora, Portugal;+351 21 495 3922;;amadora;Google Maps
Unike Studio;Furniture store;R. José António de Jesus Barreto 14, 2610-182 Amadora, Portugal;;https://www.facebook.com/UNIKESTUDIO/;amadora;Google Maps
J. Coelho-Artes Graficas, Lda.;Graphic designer;Praceta João Saldanha 13, Damaia, 2720-166 Amadora, Portugal;+351 21 497 2952;;amadora;Google Maps
Plastiobra-decoração De Interiores Lda;Interior designer;R. Heróis de Dadra 3 A, Damaia, 2720-274 Amadora, Portugal;+351 919 216 841;http://www.plastiobra.pt/;amadora;Google Maps
Alto Impetu, Lda.;Home builder;R. Dr. Francisco Sá Carneiro 7, 2720-196 Amadora, Portugal;+351 21 986 2344;https://www.facebook.com/profile.php?id=100090651944755;amadora;Google Maps
Alex Pereira dos Santos Unipessoal Lda;Painter;Estrada da Falagueira 1, 2700-356 Amadora, Portugal;+351 964 463 222;https://www.welinkbuilders.pt/eletricista/ladrilhador/carpinteiro/pedreiro/pintor/estucador/canalizador/remodelacao/reabilitacao/2700-356-amadora-portugal/alex-pereira-dos-santos-unipessoal-lda-222;amadora;Google Maps
Sócios Gráfica-artes Gráficas Lda.;Graphic designer;R. Gonçalves Ramos 11A, 2700-856 Amadora, Portugal;+351 21 494 3214;;amadora;Google Maps
Mundo ao Quadrado;Graphic designer;R. Carvalho Araújo 81 B, Damaia, 2720-698 Amadora, Portugal;+351 21 601 6866;http://www.mundoaoquadrado.com/;amadora;Google Maps
Mendes Projetos - Construção e remodelação em geral;Construction company;R. 25 de Abril 34, 2650-061 Amadora, Portugal;+351 915 098 446;http://wa.me/351915098446;amadora;Google Maps
CyberDesign - Informática e Serviços;Graphic designer;R. Alice Leite 5, 2700-324 Amadora, Portugal;+351 961 124 354;http://www.cyberdesign.webnode.pt/;amadora;Google Maps
SFRAA - Sociedade Filarmónica de Apoio Social e Recreio Artístico da Amadora;Recreation center;R. Elias Garcia 142, 2700-331 Amadora, Portugal;+351 21 493 4561;http://www.sfraa.pt/;amadora;Google Maps
Photorealistic 3D renderings & animations for architects, developers & real estate in Lisbon.;Architectural designer;;+351 917 979 802;https://www.9squaresviz.com/;amadora;Google Maps
Third Skin - Architecture Agency;Architect;;;https://thirdskinarchitecture.com/feasibilitycall;amadora;Google Maps
Con´amor;Graphic designer;R. Correia Teles, 2720-135 Amadora, Portugal;+351 938 465 750;;amadora;Google Maps
Foto Restauros;Graphic designer;2724-510 Amadora, Portugal;+351 921 085 844;https://www.facebook.com/foto.restauros;amadora;Google Maps
Ricardo Marques fotografia de arquitetura;Photography service;R. Brg. José André da Silva 1, 2700-372 Amadora, Portugal;+351 910 218 134;http://www.ricardomarquesfotografia.pt/;amadora;Google Maps
