company_name;industry;address;phone;website;municipality;data_source
Alinhadesign.arquitetos;Architect;Av. Bento Gonçalves 31 C, 2910-433 Setúbal, Portugal;+351 265 501 223;https://www.alinhadesign.pt/;setubai;Google Maps
Arquiset, Arquitectura e Engenharia;Architect;Av. Mariano de Carvalho 29E, 2900-487 Setúbal, Portugal;+351 933 267 730;;setubai;Google Maps
Mário Carvalho Figueiredo, Unipessoal Lda.;Architect;R. Mormugão 24, 2900-506 Setúbal, Portugal;+351 265 401 052;http://www.urbanarq.pt/;setubai;Google Maps
Duplex, Lda;Architect;Av. Luísa Todi 135 3.º PISO, 2900-461 Setúbal, Portugal;;https://www.duplexlda.pt/;setubai;Google Maps
Paulini;Architect;R. de Arronches Junqueiro 118, 2900-475 Setúbal, Portugal;+351 918 497 290;;setubai;Google Maps
urbanarq - arquitectura e construção;Architect;;+351 919 795 869;http://www.urbanarq.pt/;setubai;Google Maps
Casa Viva Obras;Architect;R. João Maria Jales 16, 2910-332 Setúbal, Portugal;+351 937 538 700;http://www.casavivaobras.pt/;setubai;Google Maps
João de Oliveira ARCHITECTURE OFFICE;Architect;;;http://www.jo-ao.com/;setubai;Google Maps
Samadhi Architecture;Architect;Estrada Nacional, Torre, 7580-681 Comporta, Portugal;+351 925 557 588;http://www.samadhiarchitecture.com/;setubai;Google Maps
Isabel Fonseca Construções;Painter;R. Moinho do Frade 30, 2910-616 Setúbal, Portugal;+351 937 308 215;https://www.welinkbuilders.pt/operadores-de-maquinas-de-construcao-civil/engenheiro-civil/faz-tudo/remodelacao/construcao-de-imoveis/alpinismo/2910-616-setubal-portugal/isabel-fonseca-construcoes-89;setubai;Google Maps
Catarina Santos LeroyMerlin;Architect;;+351 918 771 809;;setubai;Google Maps
k. studio;Interior designer;;+351 917 113 242;https://www.kstudio-atelier.com/;setubai;Google Maps
David Mares | Arquitecto;Architect;;+351 938 186 086;http://www.davidmares.com/;setubai;Google Maps
