company_name;industry;address;phone;website;municipality;data_source
VINCO Arquitectura & Design;Architecture firm;R. Carlos Vieira Ramos 51, 2780-216 Oeiras, Portugal;;https://www.estudiovinco.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3125932946680066350;oeiras;Google Maps
MOA.a arquitectos;Architecture firm;R. José Falcão 47, 2780-334 Oeiras, Portugal;+351 936 213 125;;oeiras;Google Maps
m2r2 architecture;Architect;Av. da República 120 A, 2750-158 Oeiras, Portugal;+351 963 974 783;https://www.facebook.com/m2r2architecture/;oeiras;Google Maps
Neumark design & architecture;Design agency;R. António Passaporte 14, 2780-033 Oeiras, Portugal;+351 938 182 830;http://www.neumarkarchitects.com/;oeiras;Google Maps
Urban Obras;Architecture firm;Av. Combatentes da Grande Guerra 95 B, 1495-040 Algés, Portugal;+351 21 822 5145;https://www.urbanobras.pt/orcamento/;oeiras;Google Maps
In Studio Arquitectos;Architect;Av. Patrão Joaquim Lopes 21A, 2770-134 Paço de Arcos, Portugal;+351 927 160 774;https://www.instudioarquitectos.com/;oeiras;Google Maps
COHERENT SUNDAY, LDA;Engineer;;+351 961 648 828;;oeiras;Google Maps
Maia Moura Arquitetura Lda;Architect;Estr. Medrosa 10B, 2780-070 Oeiras, Portugal;+351 919 996 712;https://www.maiaemouraarquitectura.com/;oeiras;Google Maps
Nuno Leónidas - Arquitectos Associados Lda.;Architect;R. Calvet de Magalhães 244, 2770-022 Paço de Arcos, Portugal;+351 21 454 4430;http://www.nla.pt/;oeiras;Google Maps
Homecare - Soluções Integradas;Civil engineering company;R. Mal. Teixeira Rebelo nº 2 1ºE, 2780-271 Oeiras, Portugal;+351 21 443 8417;;oeiras;Google Maps
Urban Obras Oeiras NZ | Obras e Remodelações;Remodeler;Praceta António Boto 10B, 2790-022 Carnaxide, Portugal;+351 935 904 863;https://www.urbanobras.pt/;oeiras;Google Maps
Csarq;Architect;;+351 21 441 5076;http://www.csarq.pt/;oeiras;Google Maps
JPS Atelier;Architect;;+351 963 039 610;http://www.jpsatelier.com/;oeiras;Google Maps
SMARTER Studio | BIM Architects;Architecture firm;R. Armando Cortez 7C, 2770-233 Paço de Arcos, Portugal;+351 937 423 245;https://www.smarterstudio.pt/;oeiras;Google Maps
Space Designer;Interior designer;Rua Estrada de Paço de Arcos, 9 Edifício Espaço, 2B, 2740-244 Paço de Arcos, Portugal;+351 21 802 9689;https://www.spacedesigner.pt/;oeiras;Google Maps
Luís Gonçalves, Arquitetura;Architect;R. Adriano José da Silva 10B, 2770-004 Paço de Arcos, Portugal;+351 962 513 656;https://www.linkedin.com/in/luisgoncalves-arq;oeiras;Google Maps
QuartoSala - Home Culture / Oeiras;Furniture store;Praceta José Epifânio de Abreu 4, 2770-094 Paço de Arcos, Portugal;+351 21 441 1110;http://www.quartosala.com/;oeiras;Google Maps
Traçado Regulador-arquitectura Design e Construção Lda;Architect;R. Manuel Inácio 4B 4C, 2770-223 Paço de Arcos, Portugal;+351 21 466 8044;http://www.tracado.pt/;oeiras;Google Maps
Prado Arquitectura;Architect;;+351 929 169 153;;oeiras;Google Maps
Marginal Profile Arquitectos;Architect;R. Vista Alegre 4C, 2770-185 Paço de Arcos, Portugal;+351 21 096 4549;;oeiras;Google Maps
ARCOS COMBINADOS - Arquitectura e Engenharia, Lda;Corporate office;Av. das Descobertas 53, 2780-053 Oeiras, Portugal;+351 939 089 002;;oeiras;Google Maps
BMA Group Lisboa - Magic Place;Construction company;R. Rui Teles Palhinha 10 2.º F, 2740-278 Porto Salvo, Portugal;+351 912 424 724;http://www.bmagrouplisboa.pt/;oeiras;Google Maps
Arquitetura;Architect;;;http://amva.biz/;oeiras;Google Maps
pointOview;Architect;;+351 21 246 0690;http://www.pointoview.net/;oeiras;Google Maps
OFICINA | LOJA | ATELIER;Architecture firm;Parede PT, Estr. Rebelva 1216 loja G, 2775-371 São Domingos de Rana, Portugal;+351 918 300 943;http://www.oficinalojaatelier.com/;oeiras;Google Maps
Triplinfinito - Arquitectura, Design e Vídeo, Lda;Architect;Largo Girassol E loja 1, 2775-663 Carcavelos, Portugal;+351 21 456 4014;http://www.triplinfinito.pt/;oeiras;Google Maps
Vanilla Alchemy - Atelier & Oficina Lda;Design agency;R. Mateus Fernandes 21C, 2780-233 Oeiras, Portugal;+351 21 442 1766;http://www.vanilla.com.pt/;oeiras;Google Maps
Plano Oblíquo-consultores Técnicos Lda;Architecture firm;R. Ilha das Flores 50, 2775-802 Carcavelos, Portugal;+351 21 441 1789;http://www.planoobliquo.com/;oeiras;Google Maps
Arquivisão - Arquitectura e Urbanismo Unipessoal, Lda;Architect;R. Flora 84, 2775-659 Carcavelos, Portugal;+351 21 458 3924;;oeiras;Google Maps
INUMEROS Arquitetos Associados;Architecture firm;R. Vista Alegre 4E, 2770-176 Paço de Arcos, Portugal;+351 21 441 4299;;oeiras;Google Maps
Happy Places by Ana;Interior designer;;;https://www.happyplacesbyana.com/;oeiras;Google Maps
Up Urbanismo Portugal;Architect;Largo Leonor Faria Gomes 12, 2770-108 Paço de Arcos, Portugal;+351 21 441 8275;http://www.urbanismodeportugal.pt/;oeiras;Google Maps
Alt Design Interiores;Interior designer;;;;oeiras;Google Maps
Agenda Querido;Architecture firm;;+351 912 429 926;;oeiras;Google Maps
CS Interior Design & Consulting;Interior designer;;+351 967 195 537;;oeiras;Google Maps
Ergoproject-Architecture & Engineering Associates Ltd;Civil engineering company;Rua dos Malhões, Edifício D.Pedo I, 2770-971 Paço de Arcos, Portugal;+351 21 150 5423;http://www.ergoproject.pt/;oeiras;Google Maps
ErgoDesign;Interior designer;Edifício D.Pedro I, R. Malhões, 2770-971 Paço de Arcos, Portugal;+351 21 150 5423;http://www.ergodesign.pt/;oeiras;Google Maps
Nuno Nascimento Architecture;Architect;💰 R. Doutor Augusto Lamas 2A, 2760-152 Caxias, Portugal;+351 916 400 528;http://nunonascimento.com/;oeiras;Google Maps
