"company_name","industry","address","phone","website","municipality","data_source","logo_url"
"Levantamentos arquitetonicos e topograficos","Architect","2855-202 Corroios, Portugal","+351 915 140 808","http://www.davfre.jimdofree.com/","almada","Google Maps","https://www.google.com/s2/favicons?domain=davfre.jimdofree.com&sz=128"
"M3M Arquitetura","Architect","Av. 25 de Abril de 1974 41A, 2800-303 Almada, Portugal","+351 913 122 416","http://m3m.pt/","almada","Google Maps","https://www.google.com/s2/favicons?domain=m3m.pt&sz=128"
"Martina Arch | Lisboa","Architect","PraÃ§a, Largo Adelino Amaro da Costa 8 2ÂºD, 1100-006 Lisboa","924 234 507","https://www.martinaarch.com/","almada","Google Maps","https://www.google.com/s2/favicons?domain=martinaarch.com&sz=128"
"ARCHFACTOR, LDA.","Architect","R. Ramiro FerrÃ£o 29, 2805-356 Almada, Portugal","+351 21 193 7458","http://www.archfactor.com/","almada","Google Maps","http://www.archfactor.com/CartaoArchfactor.png"
"Catarina Reis | Arquitetura, Design de Interiores e Planeamento","Architecture firm","Estr. Algazarra 39, 2810-015 Almada, Portugal","+351 913 030 443","https://www.linkedin.com/in/catarina-amaral-dos-reis-426823160/","almada","Google Maps","https://www.google.com/s2/favicons?domain=linkedin.com&sz=128"
"SNA Arquitetura LDA","Architecture firm","R. Torcato JosÃ© Clavine 3, Almada, Portugal","+351 21 274 8273","http://www.salvadorneto.com/","almada","Google Maps","https://salvadorneto.com/wp-content/themes/sna/assets/img/svg/logo-footer.svg"
"Arquiqual","Architect","R. Cidade de Amadora 6, 2855-118 Corroios, Portugal","+351 21 253 4688","http://www.arquiqual.com/","almada","Google Maps","http://www.arquiqual.com/logo.gif"
"Casa Viva Obras","Architect","Rua das Flores 16 2 2Âº Dto, 2810-217 Almada, Portugal","+351 914 035 242","http://www.casavivaobras.pt/","almada","Google Maps","https://www.google.com/s2/favicons?domain=casavivaobras.pt&sz=128"
"KM-DESIGNER DE INTERIORES, LDA","Architect","Av. 25 de Abril 5B, 2855-725 Corroios, Portugal","+351 910 528 445","https://km-designdeinteriores.com/contacto","almada","Google Maps","https://www.google.com/s2/favicons?domain=km-designdeinteriores.com&sz=128"
"EspaÃ§o Escrito, Arquitectura, Lda.","Architect",,"+351 963 364 655","https://espacoescrito.weebly.com/","almada","Google Maps","https://www.google.com/s2/favicons?domain=espacoescrito.weebly.com&sz=128"
"Kali Group","Architectural designer",,"+351 933 959 746","https://funerariavoa.pt/contactos/","almada","Google Maps","https://funerariavoa.pt/wp-content/uploads/2022/10/Logo_Voa-1.png"
"Gabinete de Arquitetura Lisboa - spacelovers","Architect","CalÃ§ada da Tapada 67 2E, 1300-546 Lisboa, Portugal","+351 969 010 330","https://spacelovers.pt/","almada","Google Maps","https://www.google.com/s2/favicons?domain=spacelovers.pt&sz=128"
"Vizual EstÃºdio - Arquitectura","Architect",,"+351 912 688 608","https://www.vizualestudio.pt/","almada","Google Maps","https://www.google.com/s2/favicons?domain=vizualestudio.pt&sz=128"
"Sidney Quintela Architecture + Urban Planning","Architect","Cais do GÃ¡s ArmazÃ©m H, 1200-109 Lisboa, Portugal","+351 21 091 2140","http://www.sidneyquintela.com/","almada","Google Maps","https://www.sidneyquintela.com/images/logo-sidney-quintela.png"
"UO Almada Atelier","Architecture firm",,"+351 21 276 5464","https://urbanobras.pt/","almada","Google Maps","https://www.google.com/s2/favicons?domain=urbanobras.pt&sz=128"
"ErgoDesign","Architect","Rua Elias Garcia, NÂº362 D, Piso 3 Sala 3, 2700-337 Amadora, Portugal","+351 21 150 5423","http://www.ergodesign.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=ergodesign.pt&sz=128"
"Sacramento Campos Projectos e ServiÃ§os, S.A.","Architect","Estrada do Zambujal nÂº 38A, 2610-294 Amadora, Portugal","+351 21 301 9926","http://www.scps.pt/","amadora","Google Maps","https://static.wixstatic.com/media/93ae3b_b952b6c03a174242a51d56e3e10f7b02~mv2.jpg/v1/fill/w_514,h_120,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/93ae3b_b952b6c03a174242a51d56e3e10f7b02~mv2.jpg"
"Barata-Feyo & Associados","Architect","R. Pinheiro Borges 22B, 2610-140 Amadora, Portugal","+351 21 471 4003","http://www.bfassoc.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=bfassoc.pt&sz=128"
"Pedro Almeida Carvalho,arquitecto-projectos,consultoria E FormaÃ§Ã£o Em ConstruÃ§Ã£o Civil Lda","Architect","Av. D. LuÃ­s I, 15, cv dta, Alfragide, 2610-055 Amadora, Portugal","+351 21 301 2843","http://www.pacarq.com/","amadora","Google Maps","http://www.pacarq.com/PACARQ-Logo-02A-RDZ.JPG"
"9 Squares Visualization","Architecture firm","Av. JoÃ£o Paulo II 6, Damaia, 2720-811 Amadora, Portugal","+351 917 979 802","https://www.9squaresviz.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5248260954292117050","amadora","Google Maps","https://www.google.com/s2/favicons?domain=9squaresviz.com&sz=128"
"Jardins do PaÃ§o - Arquitectura Paisagista, S.A.","Landscape architect","Estr. de Alfragide 67, 2610-008 Amadora, Portugal","+351 21 471 5757","https://jardinsdopaco.pt/","amadora","Google Maps","https://jardinsdopaco.pt/wp-content/uploads/2016/11/logo_branco.png"
"Wteam","Architecture firm","Rua das Fontainhas 51-51-A, sala 2.34 e 2.35, Marmar VI, 2700-391 Amadora, Portugal","+351 928 159 165","http://wteam.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=wteam.pt&sz=128"
"ITEM BY ITEM","Architecture firm","Centro Comercial Colina do Sol, Praceta Manuela Porto 1 Loja 5, 2650-191 Amadora, Portugal","+351 965 510 163","https://www.itembyitem.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=itembyitem.pt&sz=128"
"Arq. AntÃ³nio TeodÃ³sio Ferreira","Architect","PraÃ§a Augusto Cabrita, 2610-288 Amadora, Portugal","+351 919 035 399","http://www.arqaf.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=arqaf.pt&sz=128"
"TomÃ¡s Salles Arquitectos","Architect","R. Miguel Torga nÂº2C Piso 3, Loja 14, 2610-086 Amadora, Portugal",,"http://www.salles.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=salles.pt&sz=128"
"92 Arquitectos Alfragide","Architect","R. do Cerrado das Oliveiras 12 r/c B, 2610-035 Amadora, Portugal","+351 21 472 0800","https://www.92arquitectos.pt/","amadora","Google Maps","https://dvqlxo2m2q99q.cloudfront.net/000_clients/178527/file/outlook2-logo-main-92arquitectos-black-15kb-b8ad9a.jpg"
"CSP Group","Architect","R. Henrique Paiva Couceiro 10 Sala 39, 2700-453 Amadora, Portugal","+351 928 121 507","https://cspgroup.pt/","amadora","Google Maps","https://static.wixstatic.com/media/0fa853_9a2132be32614bd897a8f7b920f2bef5~mv2.png/v1/crop/x_1087,y_679,w_4077,h_4960/fill/w_120,h_146,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/White%20300%20ppi.png"
"GRAU+ | Arquitectura e Urbanismo","Architect",,"+351 918 063 607","https://www.instagram.com/grau.mais/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=instagram.com&sz=128"
"CURVA ASSIMÃ‰TRICA, LDA","Architecture firm",,"+351 911 595 647","https://www.linkedin.com/in/curva-assimetrica/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=linkedin.com&sz=128"
"BFA - Bruno e Filipe, Arquitectos e Associados, Lda.","Architect","PCT das Gaias 10, 2610-081 Buraca, Portugal","+351 21 938 4036","http://www.bfa.pt/","amadora","Google Maps","https://www.bfa.pt/wp-content/uploads/2022/08/cropped-cropped-BFA-Final-white_A.png"
"Small is BIG","Architect",,,"https://www.smallisbig.pt/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=smallisbig.pt&sz=128"
"Photorealistic 3D renderings & animations for architects, developers & real estate in Lisbon.","Architectural designer",,"+351 917 979 802","https://www.9squaresviz.com/","amadora","Google Maps","https://www.google.com/s2/favicons?domain=9squaresviz.com&sz=128"
"Third Skin - Architecture Agency","Architect",,,"https://thirdskinarchitecture.com/feasibilitycall","amadora","Google Maps","https://www.google.com/s2/favicons?domain=thirdskinarchitecture.com&sz=128"
"Arrudarq, Lda","Architecture firm","R. Heliodoro Salgado 16 1 Fte, 2630-242 Arruda dos Vinhos, Portugal","+351 263 098 943","http://www.arrudarq.pt/","Arruda_dos_Vinhos","Google Maps","https://arrudarq.pt/wp-content/uploads/2020/12/Arrudarq_logo_fundo_claro-225x120.png"
"FMJPC Arquitetura e Design","Architect","Rua Nossa Senhora da ConceiÃ§Ã£o Centro Empresarial de A-do-MourÃ£o, FraÃ§Ã£o D, 2630-506 Arruda dos Vinhos, Portugal","+351 912 048 030","http://www.fmjpc.com/","Arruda_dos_Vinhos","Google Maps","https://www.google.com/s2/favicons?domain=fmjpc.com&sz=128"
"FESTO - GABINETE DE ARQUITECTURA,PLANEAMENTO E CONSULTADORIA IMOBILIÃRIA LDAâ€Ž","Architect","Tv. dos Quintais 6, 2830-400 Barreiro, Portugal","+351 21 207 1624","http://www.festoarquitectura.com/","barreiro","Google Maps","http://www.festoarquitectura.com/img/logo-dark.png"
"SFRG Architects","Architecture firm","R. Miguel Pais 121A3, 2830-356 Barreiro, Portugal",,"http://www.sfrg.pt/","barreiro","Google Maps","https://static.wixstatic.com/media/05f9d8_f7aedb693a5347d7ba7ac9ae85b2da67~mv2.png/v1/fill/w_261,h_142,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/FundoTransparente.png"
"Juliana Batista - Arquitectura e Design de Interiores","Architect","Barreiro PT, PraÃ§a Eduardo JosÃ© de Almeida Fernandes 6B, 2835-337 Lavradio, Portugal","+351 21 155 1706","http://www.julianabatista.pt/","barreiro","Google Maps","https://scontent-iev1-1.cdninstagram.com/v/t51.2885-15/448602941_1195391668324089_1767910821122290051_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEjpG-2xjjEvppuIV8dzypRxR8mQCAS3RJZRIVfjChSvo5xvP9eFWK2MsLyJvG_6DM&_nc_ohc=izuJcY18swUQ7kNvwGFLM9-&_nc_gid=kpXobWE1Ut9Au_Y79XeBGw&edm=AGXveE0BAAAA&ccb=7-5&oh=00_Afiagf3pRUUenMAX02IQz3unSlGbQMnyzPyreSK28teRWA&oe=691068AC&_nc_sid=522435"
"ECOARQ - Arquitectura e CertificaÃ§Ã£o EnergÃ©tica, Lda","Architect","Av. Alfredo da Silva 14, 2830-302 Barreiro, Portugal","+351 21 086 5313","https://www.facebook.com/Ecoarq-Arquitectura-e-Sustentabilidade-Energ%C3%A9tica-163820547060627/","barreiro","Google Maps","https://www.google.com/s2/favicons?domain=facebook.com&sz=128"
"Progesto-Gabinete Tecnico De GestÃ£o Arquitectura E Planeamento, Lda.","Architect","Av. Alfredo da Silva 27, 2830-346 Barreiro, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps","https://www.google.com/s2/favicons?domain=miguelamadoarquitectos.pt&sz=128"
"Miguel Amado Arquitectos (Sede)","Architect","R. Ãlvaro Velho 9, 2830-327 Barreiro, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps","https://www.google.com/s2/favicons?domain=miguelamadoarquitectos.pt&sz=128"
"LA-ArchStudio","Architect","R. Santa Teresinha 17C, 2840-399 Seixal, Portugal","+351 968 112 842","http://www.la-archstudio.com/","barreiro","Google Maps","https://www.google.com/s2/favicons?domain=la-archstudio.com&sz=128"
"Mariana Rocha Pires Arquitectura integrativa","Architect","R. Duarte Pacheco Pereira, 2830-192 Palhais, Portugal","+351 934 883 599","https://marianarochapires.pt/","barreiro","Google Maps","https://marianarochapires.pt/wp-content/uploads/2024/11/cores-1024x256.png"
"Miguel Amado Arquitectos","Architect","R. Nova do Almada 59, 1200-102 Lisboa, Portugal","+351 21 599 7799","http://www.miguelamadoarquitectos.pt/","barreiro","Google Maps","https://www.google.com/s2/favicons?domain=miguelamadoarquitectos.pt&sz=128"
"Cadaval-SolÃ  Morales","Architect","Avenir #1a ppal 1a, 08006 Barcelona, Spain","+34 934 14 37 14","http://www.ca-so.com/","mafra","Google Maps","https://ca-so.com/cadaval-logo.png"
"Manuel Tojal Architects","Architect","R dos HerÃ³is da Grande Guerra 33 LJ - R/C, 2500-215 Caldas da Rainha, Portugal","+351 262 603 100","http://www.manuelcachaotojal.com/","mafra","Google Maps","https://www.google.com/s2/favicons?domain=manuelcachaotojal.com&sz=128"
"Broadway Malyan","Architect","EstaÃ§Ã£o do Rossio, Largo do Duque de Cadaval 17 1.Âº Esq, 1200-160 Lisboa, Portugal","+351 21 321 9440","http://www.broadwaymalyan.com/","mafra","Google Maps","https://www.google.com/s2/favicons?domain=broadwaymalyan.com&sz=128"
"David Ferreira","Architect","R. Bernardo Martins 43, 2550-380, Portugal","+351 915 140 808","http://www.davfre.jimdofree.com/","mafra","Google Maps","https://www.google.com/s2/favicons?domain=davfre.jimdofree.com&sz=128"
"Urban Obras Cascais CS","Architecture firm","Av. 25 de Abril 805 1Âº B, 2750-514 Cascais, Portugal","+351 21 592 4641","http://www.urbanobras.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=urbanobras.pt&sz=128"
"LCAS Architecture","Architect","R. AntÃ³nio da Silva 31 R/C Esq, 2750-101 Cascais, Portugal","+351 21 052 0881","https://www.lcas.pt/","cascais","Google Maps","https://www.lcas.pt/wp-content/uploads/2024/04/logo-lcas.svg"
"AtelierAP","Architect","Av. 25 de Abril 127, 2750-513 Cascais, Portugal","+351 21 486 1032","http://atelierap.pt/","cascais","Google Maps","https://atelierap.pt/images/01-HOME/HOME%2001.jpg"
"Monark Lda","Architecture firm","Av. 25 de Abril 1011 llote 69, 2750-512 Cascais, Portugal","+351 935 370 286","https://www.instagram.com/monarkarchitecturedesign/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=instagram.com&sz=128"
"JoÃ£o Pedro Quaresma- Arquiteto, Certified Passive House Designer","Architect","A Rua D JosÃ© de AvilÃªz 141, Bloco B 1Âº, Dt, 2750-398 Cascais, Portugal","+351 969 025 969","http://www.nurture-ad.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=nurture-ad.pt&sz=128"
"Ivan Rezende","Architect","R. de Sant'Ana 109, 2750-642 Cascais, Portugal","+351 939 687 196","http://www.ivanrezendearquitetura.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=ivanrezendearquitetura.com&sz=128"
"Unique Projects","Architect","R. EstrelÃ­cias 107, 2750-228 Cascais, Portugal","+351 917 604 939","https://uniqueprojects.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=uniqueprojects.pt&sz=128"
"Margarida Lacerda-arquitectura E Design Lda","Architect","Av. da Venezuela 471, 2750-642 Cascais, Portugal","+351 21 464 7231","http://margaridalacerda.com/","cascais","Google Maps","http://margaridalacerda.com/IMAGES/LOGO%20MLACERDA%20SITE.png"
"PROJECTAR - Arquitectos Associados","Architect","R. da Dourada nÂº12 1ÂºC, 2750-197 Cascais, Portugal","+351 21 486 5509","http://www.projectar.net/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=projectar.net&sz=128"
"juaw.arquitectura","Architect","R. Santo AndrÃ© n128 1o, 2750-122 Cascais, Portugal","+351 916 228 333","http://juaw.net/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=juaw.net&sz=128"
"oto arquitectos - Otoarq, Lda.","Architect","Beco Torto 10A, 2750-505 Cascais, Portugal","+351 21 383 0260","http://www.oto.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=oto.pt&sz=128"
"Hartmann Associados-arquitectura E Design Lda","Architect","Av. Mal. Carmona 124, 2750-642 Cascais, Portugal","+351 21 483 0889","http://www.hartmannassociados.com/","cascais","Google Maps","https://pro2-bar-s3-cdn-cf6.myportfolio.com/1342b65b-1d44-44d4-bdab-cf3af3c3a225/00f8c246-750d-4228-b93d-83127c7d70a2_rw_600.png?h=d31d8f51a1876a70afd02c98f84c38ab"
"TRANSFORMA, Projectos, ConstruÃ§Ã£o, ImobiliÃ¡rio","Architect","Av. 25 de Abril 805, 2750-514 Cascais, Portugal","+351 21 806 0599","http://www.transforma.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=transforma.pt&sz=128"
"AQT arquitectos","Architecture firm","r/c B, R. JoÃ£o Infante 50, Cascais, Portugal","+351 21 482 8470","https://www.arquitronica.pt/","cascais","Google Maps","https://static.fabrik.io/1o48/dd2aebbd32ff6056.png?lossless=1&w=480&fit=max&s=6d8ee9e19da8d8aad5587e0971604dcc"
"Arquitronica - Arquitectura E Consultoria, Lda.","Architect","R. JoÃ£o Infante 78, 2750-169 Cascais, Portugal","+351 21 482 8470","http://www.arquitronica.pt/","cascais","Google Maps","https://static.fabrik.io/1o48/dd2aebbd32ff6056.png?lossless=1&w=480&fit=max&s=6d8ee9e19da8d8aad5587e0971604dcc"
"ARQ1TO1 - Rosario Alas Architecture & Interiors","Interior architect office","avenida nossa senhora cabo 101 Casa da guia - Sala nÂº 5, 2750-374 Cascais, Portugal","+351 933 107 849","http://www.arq1to1.com/","cascais","Google Maps","https://dvqlxo2m2q99q.cloudfront.net/000_clients/1198904/file/1198904eaHnQBNM.png"
"Lugar Vivo","Architect","Av. Eng. Adelino Amaro da Costa 189 loja c, 2750-279 Cascais, Portugal","+351 21 441 7065","http://www.lugarvivo.pt/","cascais","Google Maps","http://www.lugarvivo.pt/logotipo.jpg"
"pele atelier","Architecture firm","R. do Farol 349, 2750-341 Cascais, Portugal",,"https://peleatelier.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=peleatelier.com&sz=128"
"Contacto AtlÃ¢ntico - Architects","Architecture firm","Av. Marginal 6912 1Âº, 2765-587 Estoril, Portugal","+351 21 468 2493","http://contactoatlantico.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=contactoatlantico.com&sz=128"
"Francisco Tojal Arquitectos","Architecture firm","Avenida 25 de abril EdifÃ­cio Navegador, nÂº1011 - loja 68 - A, 2750-515 Cascais, Portugal",,"http://www.franciscotojal.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=franciscotojal.com&sz=128"
"Dpto.Kriativo - Arquitetura e Imagem","Architect","R. MÃ¡rio Clarel 119 1 andar, 2750-673 Cascais, Portugal","+351 911 131 240","http://www.dptokriativo.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=dptokriativo.com&sz=128"
"Tetra Projetos","Architecture firm","Av. 25 de Abril, 1011C Galerias Navegador, store 53, Cascais, Portugal","+351 927 605 778","http://tetraprojetos.com.br/","cascais","Google Maps","http://tetraprojetos.com.br/images/logo.png"
"m2r2 architecture","Architect","Av. da RepÃºblica 120 A, 2750-158 Oeiras, Portugal","+351 963 974 783","https://www.facebook.com/m2r2architecture/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=facebook.com&sz=128"
"Gta - Gabinete TÃ©cnico De Arquitectura E Engenharia, Lda","Architect","Av. Manuel JÃºlio Carvalho e Costa 15, 2750-331 Cascais, Portugal","+351 21 484 7770","https://www.anteprojectos.com.pt/empresa/535/gta-gabinete-tecnico-de-arquitectura-e-engenharia-lda/","cascais","Google Maps","https://www.anteprojectos.com.pt/_next/image?url=%2FLogo_Anteprojectos_2020_site-01.png&w=640&q=75"
"CALLA Arquitetas","Architect","Av. SabÃ³ia 737 A, Monte Estoril, 2765-581 Estoril, Portugal","+351 919 371 357","http://www.calla.pt/","cascais","Google Maps","https://calla.pt/wp-content/themes/calla/images/CALLA_logo_black.svg"
"Regino Cruz-Arquitectos E Consultores, S.A.","Architecture firm","Av. Portugal 154, 2765-272 Estoril, Portugal","+351 21 467 9700","http://www.reginocruz.com/","cascais","Google Maps","https://images.squarespace-cdn.com/content/5d7a56f6448e356a9b4b7802/1572950327388-RUEHHGHHJEAIC1OOH0CG/Regino+Cruz+Arquitectos.png?format=750w&content-type=image%2Fpng"
"Capinha Lopes - Consulting, GestÃ£o e AdministraÃ§Ã£o De Projectos, Lda.","Architecture firm","Estrada da Ribeira 236, 2755-290 Alcabideche, Portugal","+351 21 865 0010","http://www.capinha-lopes.pt/","cascais","Google Maps","http://www.capinha-lopes.pt/images/logo_h.png"
"Cerejeiro - Arquitectura Paisagista E Consultoria Ambiental, Lda.","Architect","R. AntÃ³nio Nobre 221, 2750-163 Cascais, Portugal","+351 21 854 4424","http://ceregeiro.com/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=ceregeiro.com&sz=128"
"darq - Arquitectura, Design, 3D","Architectural designer","R. AmÃ­lcar Alves de Carvalho 35, 2765-614 Estoril, Portugal","+351 933 406 315","http://www.darq.com.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=darq.com.pt&sz=128"
"REBECCA LEON - ARCHITECTURE & INTERIOR DESIGN","Architecture firm","Av. SabÃ³ia 486, 2765-277 Estoril, Portugal","+351 917 883 551","http://www.rebeccaleoninteriors.com/","cascais","Google Maps","https://images.squarespace-cdn.com/content/v1/66f1875b2431171d3229b540/65ef261d-71db-48dc-a73a-c03f68ea6157/logo.jpg?format=1500w"
"AHRB ATELIER Projetos de arquitetura","Architect",,,"https://ahrbatelier.wixsite.com/home","cascais","Google Maps","https://static.wixstatic.com/media/b33f0f_777064973df7420ab11687c64cc03b58~mv2.png/v1/crop/x_4,y_0,w_1072,h_1080/fill/w_266,h_268,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/AN%C3%81LISE%20HOL%C3%8DSTICA%20(1).png"
"Studio CobogÃ³ PT","Architect",,,"https://studiocobogo.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=studiocobogo.pt&sz=128"
"TERRIORD - Urbanismo e Ordenamento do TerritÃ³rio","Architect","R. Cesaltina Fialho Gouveia 703, 2645-038 Cascais, Portugal","+351 21 464 8250","https://www.terriord.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=terriord.pt&sz=128"
"MKC architects","Architect","Rua do Mato Verde 503, Bicesse, 2645-351 Alcabideche, Portugal","+351 968 819 972","https://www.mkcarchitects.com/","cascais","Google Maps","https://static.wixstatic.com/media/d07db1_0ddab8ba51c54ae68077a2741e52ce65~mv2.jpg/v1/crop/x_51,y_28,w_349,h_81/fill/w_489,h_113,al_c,lg_1,q_80,enc_avif,quality_auto/red-logo.jpg"
"TELA em Portugal","Architect",,"+351 916 811 910","https://www.instagram.com/telaemportugal/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=instagram.com&sz=128"
"PONTO i - architecture | design | build","Architecture firm","Av. RepÃºblica 3000 Office B.25, 2649-517 Estoril, Portugal","+351 21 366 0912","https://pontoi.pt/","cascais","Google Maps","https://www.google.com/s2/favicons?domain=pontoi.pt&sz=128"
"LC.SR","Architect",,,"https://lcsr.pt/","cascais","Google Maps","https://images.squarespace-cdn.com/content/v1/63ee5657b48c836363799a67/b99ca832-5b02-46cf-bfc6-aab82f435e0c/LCSR_Logo_V02.jpg?format=1500w"
