company_name;industry;address;phone;website;municipality;data_source
"House Details Magazine";"Architect";"Av. Conde Valbom 122, 1050-070 Lisboa, Portugal";"+351 917 560 951";"http://www.housedetailsmagazine.com/";"odivelas";"Google Maps"
"Sérgio Miguel Godinho, Arquitecto";"Architect";"R. Rómulo de Carvalho 28 Lado B, 2660-702 Loures, Portugal";"+351 21 581 3816";"https://www.instagram.com/sergiomiguelgodinho_arq/";"odivelas";"Google Maps"
"Susete da Silva + Ana Ferreira, Arquitectos e Assoc. Lda";"Architect";"R. Dr. Manuel de Arriaga n.º28-A, 2670-451 Loures, Portugal";"+351 21 605 5196";"";"odivelas";"Google Maps"
"LS Atelier";"Architect";"";"+351 913 088 710";"https://www.lsatelier.pt/";"odivelas";"Google Maps"
"A. Santos Reparações - Eletricista e Remodelações";"Painter";"Av. Prof. Dr. Augusto Abreu Lopes 1 4º Esq, 2675-299 Odivelas, Portugal";"+351 962 231 903";"https://www.welinkbuilders.pt/eletricista/remodelacao/reabilitacao/2675-299-odivelas-portugal/a-santos-reparacoes-eletricista-e-remodelacoes-224";"odivelas";"Google Maps"
"Liv-in";"Interior designer";"R. Castilho 39 8 F, 1250-068 Lisboa, Portugal";"+351 912 222 011";"https://www.liv-in.com/";"odivelas";"Google Maps"
"ACVB";"Architect";"Lisbon, Portugal";"";"";"odivelas";"Google Maps"
"Atelier Geometria - Arquitectura e Urbanismo Lda";"Architect";"Av. Descobertas 15 3ºA, 2670-383 Loures, Portugal";"+351 21 983 8072";"http://www.ateliergeometria.com/";"odivelas";"Google Maps"
"MENDONÇA CARRÃO - ATELIER";"Architect";"R. Padre Américo, 1600-548 Lisboa, Portugal";"+351 919 497 848";"http://www.mc-a.pt/";"odivelas";"Google Maps"
"Carlos Sousa Valles -- Arquitectos";"Architect";"R. Tito de Morais 1, 1750-455 Lisboa, Portugal";"+351 21 845 1422";"https://www.facebook.com/CarlosSousaVallesArquitectos";"odivelas";"Google Maps"
"Habita Mais";"Construction company";"Rua Dr.º, R. Dr. José Baptista de Sousa 47 d, 1500-244 Lisboa, Portugal";"+351 21 726 0910";"https://www.habitamais.pt/contactos";"odivelas";"Google Maps"
"Salvador & Lobo - Arquitectura | Design Interiores";"Architect";"R. Dom António Ribeiro nº3 Loja 4B, 1495-049 Algés, Portugal";"+351 963 690 150";"http://www.salvadorelobo.com/";"odivelas";"Google Maps"
"Aires Mateus";"Architect";"R. Cecílio de Sousa 52, 1200-102 Lisboa, Portugal";"+351 21 381 5650";"http://www.airesmateus.com/";"odivelas";"Google Maps"
"Rebelo de Andrade";"Architecture firm";"R. Maria Brown 2, 1500-433 Lisboa, Portugal";"+351 21 936 3430";"http://www.rebelodeandrade.com/";"odivelas";"Google Maps"
"Gabinete de Arquitetura Lisboa - spacelovers";"Architect";"Calçada da Tapada 67 2E, 1300-546 Lisboa, Portugal";"+351 969 010 330";"https://spacelovers.pt/";"odivelas";"Google Maps"
"Lisbon Architecture Triennale";"Non-profit organization";"Office:, Campo de Santa Clara 142, 1100-474 Lisboa, Portugal";"+351 21 803 8540";"http://trienaldelisboa.com/";"odivelas";"Google Maps"
"KonceptNess";"Architect";"R. Poe. Bocage 11C, 1600-581 Lisboa, Portugal";"+351 21 014 6026";"http://www.konceptness.com/";"odivelas";"Google Maps"
"LCAS Architecture";"Architect";"R. António da Silva 31 R/C Esq, 2750-101 Cascais, Portugal";"+351 21 052 0881";"https://www.lcas.pt/";"odivelas";"Google Maps"
"Martina Arch | Lisboa";"Architect";"Praça, Lgo Adelino Amaro da Costa 8 2ºD, 1100-006 Lisboa, Portugal";"+351 924 234 507";"https://www.martinaarch.com/";"odivelas";"Google Maps"
