company_name;industry;address;phone;website;municipality;data_source
"Metamorphoses Home Design";"Interior designer";"R. Laura Aires 11A, 2675-564 Odivelas, Portugal";"+351 21 934 2870";"http://www.metamorphoseshomedesign.pt/";"loures";"Google Maps"
"Darkstudio";"Building firm";"R. Fernando Namora 4, 2675-302 Odivelas, Portugal";"+351 924 153 365";"https://darkstudio.pt/contactos/";"loures";"Google Maps"
"Arkitetura";"Architect";"Praceta Salgado Zenha 3 loja 1, Flamenga, 2660-328 Santo António dos Cavaleiros, Portugal";"+351 21 810 9057";"https://arkitetura.pt/";"loures";"Google Maps"
"HIN ARCHITECTURE";"Architectural designer";"R. Paiva Couceiro 11 4º Esq, 2675-423 Odivelas, Portugal";"+351 910 276 326";"";"loures";"Google Maps"
"if3Design - Projetos Decoração";"Interior designer";"Vilas de S. Francisco, R. São Miguel Arcanjo 23A, 2695-878 São João da Talha, Portugal";"";"https://www.if3design.pt/";"loures";"Google Maps"
"Studio Larissa Sciortino";"Interior designer";"";"";"https://www.instagram.com/studio.larissasciortino/";"loures";"Google Maps"
"NSPACE";"Construction company";"R. Alves Redol 118, 2680-378 Unhos, Portugal";"+351 913 787 230";"https://www.facebook.com/NSPACE.ERGORBIS";"loures";"Google Maps"
"RNovLar";"Interior designer";"R. da Régua 17, 2605-817 Casal de Cambra, Portugal";"+351 966 305 262";"http://www.rnovlar.pt/";"loures";"Google Maps"
"Engiexpoente - Engenharia e Construções Lda";"Painter";"R. José Augusto Gouveia, 1685-181 Famões, Portugal";"+351 960 236 947";"https://www.welinkbuilders.pt/eletricista/ladrilhador/carpinteiro/pedreiro/pintor/estucador/canalizador/serralheiro/gestor-de-obras/operadores-de-maquinas-de-construcao-civil/engenheiro-civil/caixilharia/gestor-de-imoveis/remodelacao/construcao-de-imoveis/designer-grafico-3d/reabilitacao/1685-181-famoes-portugal/engiexpoente-engenharia-e-construcoes-lda-321";"loures";"Google Maps"
"Municipality of Loures";"Local government office";"Praça da Liberdade, 2674-501 Loures, Portugal";"+351 21 115 0100";"https://www.cm-loures.pt/";"loures";"Google Maps"
"NANO arquitectura + construção";"Architect";"Av. David Mourão-Ferreira 53 7D, 1750-220 Lisboa, Portugal";"+351 912 470 472";"http://nano.com.pt/";"loures";"Google Maps"
"João Peixe Brotherwood";"Carpenter";"R. Gil Vicente 26, 2660-163 Santo Antão do Tojal, Portugal";"";"http://www.joaopeixe.com/";"loures";"Google Maps"
"Carlos Sousa Valles -- Arquitectos";"Architect";"R. Tito de Morais 1, 1750-455 Lisboa, Portugal";"+351 21 845 1422";"https://www.facebook.com/CarlosSousaVallesArquitectos";"loures";"Google Maps"
"Pedacos E Compassos Lda";"Architect";"";"+351 963 401 003";"";"loures";"Google Maps"
"La Maison Boutique";"Interior designer";"R. Pulido Valente Nº8 loja A, 2675-672 Odivelas, Portugal";"+351 917 253 334";"http://www.lamaisonboutique.pt/";"loures";"Google Maps"
"Decorlir - Estofos e Decorações";"Architect";"R. de Coimbra 4 B C, 2605-738 Casal de Cambra, Portugal";"+351 21 981 1710";"";"loures";"Google Maps"
"LS Atelier";"Architect";"";"+351 913 088 710";"https://www.lsatelier.pt/";"loures";"Google Maps"
"Dépayser Interiores";"Interior designer";"Rua Ricardo Reis 3, Centro Comercial Apolo 26, Loja 14, 2675-239 Odivelas, Portugal";"+351 924 725 215";"https://depayserimoveis.my.canva.site/depayserinteriores";"loures";"Google Maps"
"Vintage Obras";"Construction company";"R. Dr. Sidónio Pais 19, 2675-504 Odivelas, Portugal";"+351 968 673 613";"https://vintageobras.pt/";"loures";"Google Maps"
"Célia Caiado Arquitectos";"Architect";"Av. Nuno Krus Abecassis 36, 1750-456 Lisboa, Portugal";"+351 933 477 662";"https://www.arquitecturaceliacaiado.com/";"loures";"Google Maps"
"Toka Makaridze";"Painter";"Praceta Carolina Beatriz Ângelo 4, 2675-546 Odivelas, Portugal";"+351 925 455 111";"https://www.welinkbuilders.pt/pintor/estucador/reabilitacao/pedreiro/remodelacao/2675-546-odivelas-portugal/toka-makaridze-322";"loures";"Google Maps"
"Jcfs-arquitectos E Designers Lda";"Architect";"R. Aristides de Sousa Mendes 4C Esc 1, 1600-413 Lisboa, Portugal";"+351 21 712 1200";"http://www.jcfs.eu/";"loures";"Google Maps"
"HIGHPLAN \ ARQUITECTOS";"Architect";"R. Padre Américo 17B 1Esq, 1600-548 Lisboa, Portugal";"+351 21 096 2823";"http://www.highplan.pt/";"loures";"Google Maps"
"Atelier Data";"Architecture firm";"R. São José 17, 1150-321 Lisboa, Portugal";"+351 21 812 3838";"http://www.atelierdata.com/";"loures";"Google Maps"
"Cadtresd, Lda";"Interior designer";"R. Guilherme Marconi 16B, 2620-448 Ramada, Portugal";"+351 21 247 0477";"";"loures";"Google Maps"
"VangorLG Atelier Luisa Guerreiro";"Interior designer";"";"+351 962 738 833";"https://vangor.pt/";"loures";"Google Maps"
"Futurpólis Sociedade de Engenharia e Arquitectura";"Architect";"Av. de França 7, Odivelas, Portugal";"+351 21 980 0539";"";"loures";"Google Maps"
"Rui Avelar - Arquitectura e Urbanismo";"Architect";"Largo Luís Camões 6, 2670-631 Bucelas, Portugal";"+351 21 968 1611";"http://www.ruiavelar.com/";"loures";"Google Maps"
"En Privè - Atelier de Arquitectura";"Architect";"R. Maria Amália Vaz de Carvalho, 1675-614 Pontinha, Portugal";"+351 911 533 388";"http://enprive.pt/";"loures";"Google Maps"
"KonceptNess";"Architect";"R. Poe. Bocage 11C, 1600-581 Lisboa, Portugal";"+351 21 014 6026";"http://www.konceptness.com/";"loures";"Google Maps"
"Lugaresimétricos - Arquitectura E Engenharia, Lda.";"Architect";"Av. Forças Armadas 409, Catujal, 2680-332 Unhos, Portugal";"+351 21 941 2383";"https://lugaresimetricos.pt/";"loures";"Google Maps"
"Lucia Santos - arquitectura";"Architect";"";"+351 918 933 255";"";"loures";"Google Maps"
"Ricardo Serra Arquitecto";"Architect";"R. Conselheiro Lopo Vaz D Loja F, 1800-142 Lisboa, Portugal";"+351 21 247 4109";"https://ricardoserra.pt/";"loures";"Google Maps"
"Bransolutions-Prestação de Serviços Lda";"Architecture firm";"";"+351 968 129 941";"";"loures";"Google Maps"
"Habita Mais";"Architect";"Rua Dr.º, R. Dr. José Baptista de Sousa 47 d, 1500-244 Lisboa, Portugal";"+351 21 726 0910";"https://www.habitamais.pt/contactos";"loures";"Google Maps"
"Urban Preview | Arquitetura e Reabilitação";"Architect";"R. Ilha do Porto Santo 7, 1675-111 Pontinha, Portugal";"+351 911 033 210";"http://fb.com/urbanpreview";"loures";"Google Maps"
"DNInteriores - Dulce Nunes";"Interior designer";"";"+351 914 286 484";"http://dninteriores.tilda.ws/";"loures";"Google Maps"
"Sketch Ideas";"Interior designer";"";"+351 968 055 549";"";"loures";"Google Maps"
"RUÍDOGRÁFICO";"Design agency";"Tv. Barbosa de Rezende 4, 2670-421 PORTUGAL, Portugal";"+351 914 480 194";"http://ruidografico.pt/";"loures";"Google Maps"
"Urban Lapas luxury family farm";"Architecture firm";"";"+351 963 910 337";"";"loures";"Google Maps"
